iter	Passed	Remaining
451	31714	669939
452	31775	669669
453	31838	669440
454	31923	669695
455	31979	669321
456	32024	668727
457	32073	668220
458	32119	667641
459	32168	667154
460	32240	667111
461	32305	666949
462	32350	666365
463	32398	665836
464	32444	665290
465	32512	665188
466	32642	666334
467	32704	666107
468	32755	665660
469	32798	665041
470	32840	664402
471	32892	663978
472	32989	664453
473	33034	663892
474	33065	663051
475	33121	662705
476	33175	662319
477	33218	661724
478	33272	661349
479	33316	660784
480	33365	660300
481	33406	659673
482	33450	659111
483	33497	658603
484	33562	658450
485	33671	659161
486	33759	659460
487	33808	658991
488	33857	658528
489	33905	658033
490	33958	657653
491	34047	657969
492	34090	657402
493	34144	657048
494	34200	656726
495	34250	656278
496	34312	656072
497	34363	655664
498	34411	655194
499	34457	654686
500	34511	654344
501	34565	653999
502	34628	653808
503	34705	653897
504	34785	654031
505	34860	654081
506	34934	654100
507	34984	653691
508	35044	653453
509	35151	654088
510	35201	653664
511	35243	653105
512	35292	652661
513	35337	652155
514	35384	651696
515	35437	651338
516	35489	650957
517	35537	650506
518	35586	650092
519	35652	649966
520	35714	649787
521	35796	649967
522	35878	650129
523	35925	649680
524	36007	649840
525	36082	649889
526	36159	649972
527	36271	650691
528	36334	650517
529	36378	650011
530	36422	649495
531	36478	649215
532	36526	648768
533	36576	648375
534	36625	647960
535	36683	647709
536	36733	647311
537	36783	646922
538	36838	646612
539	36896	646368
540	36949	646043
541	36999	645655
542	37071	645644
543	37123	645300
544	37180	645037
545	37346	646653
546	37428	646819
547	37474	646372
548	37520	645921
549	37573	645584
550	37619	645125
551	37669	644753
552	37727	644499
553	37774	644077
554	37827	643744
555	37896	643702
556	37971	643741
557	38023	643401
558	38097	643437
559	38159	643253
560	38223	643129
561	38298	643175
562	38354	642902
563	38481	643809
564	38555	643845
565	38604	643451
566	38661	643194
567	38707	642762
568	38762	642472
569	38815	642165
570	38862	641733
571	38913	641397
572	38968	641111
573	39019	640763
574	39066	640356
575	39121	640065
576	39181	639870
577	39229	639479
578	39303	639507
579	39355	639185
580	39409	638894
581	39471	638727
582	39604	639721
583	39687	639886
584	39763	639949
585	39830	639874
586	39897	639792
587	39944	639376
588	40011	639298
589	40058	638898
590	40108	638548
591	40158	638201
592	40215	637961
593	40244	637276
594	40293	636904
595	40339	636502
596	40391	636184
597	40456	636079
598	40514	635855
599	40659	637003
600	40740	637136
601	40803	636996
602	40860	636765
603	40908	636382
604	40952	635950
605	41019	635872
606	41107	636116
607	41183	636177
608	41254	636160
609	41304	635817
610	41359	635555
611	41421	635395
612	41469	635035
613	41513	634600
614	41559	634200
615	41601	633743
616	41643	633293
617	41747	633777
618	41803	633529
619	41851	633172
620	41904	632893
621	41956	632581
622	42029	632603
623	42095	632508
624	42160	632413
625	42236	632466
626	42286	632144
627	42340	631871
628	42401	631705
629	42462	631545
630	42514	631245
631	42563	630903
632	42608	630505
633	42684	630568
634	42738	630303
635	42839	630740
636	42891	630444
637	42941	630129
638	42992	629815
639	43052	629647
640	43150	630018
641	43231	630151
642	43303	630157
643	43346	629740
644	43408	629597
645	43480	629593
646	43539	629398
647	43595	629176
648	43676	629308
649	43752	629369
650	43807	629119
651	43938	629965
652	43995	629752
653	44051	629525
654	44103	629233
655	44142	628766
656	44204	628623
657	44250	628254
658	44303	627977
659	44348	627593
660	44406	627395
661	44472	627318
662	44504	626754
663	44572	626705
664	44632	626538
665	44706	626564
666	44781	626605
667	44822	626177
668	44881	625990
669	44933	625714
670	45036	626146
671	45081	625777
672	45131	625468
673	45181	625163
674	45230	624857
675	45281	624559
676	45311	623991
677	45360	623673
678	45409	623356
679	45475	623284
680	45535	623119
681	45589	622872
682	45645	622665
683	45700	622439
684	45769	622394
685	45826	622197
686	45909	622349
687	45961	622080
688	46045	622243
689	46179	623083
690	46239	622928
691	46286	622587
692	46334	622267
693	46377	621881
694	46429	621615
695	46473	621244
696	46524	620966
697	46577	620719
698	46631	620487
699	46679	620171
700	46735	619965
701	46794	619787
702	46867	619814
703	46932	619716
704	47004	619719
705	47080	619784
706	47132	619525
707	47188	619309
708	47328	620205
709	47380	619953
710	47442	619826
711	47488	619490
712	47544	619284
713	47595	619006
714	47642	618688
715	47689	618369
716	47746	618172
717	47790	617820
718	47872	617942
719	47937	617854
720	47993	617661
721	48066	617669
722	48124	617494
723	48175	617232
724	48220	616885
725	48290	616867
726	48506	618707
727	48553	618392
728	48615	618262
729	48645	617731
730	48689	617377
731	48736	617068
732	48789	616823
733	48836	616506
734	48872	616065
735	48925	615826
736	48973	615522
737	49036	615419
738	49111	615456
739	49153	615082
740	49197	614740
741	49258	614604
742	49317	614443
743	49375	614271
744	49425	614002
745	49496	613991
746	49626	614715
747	49686	614568
748	49767	614683
749	49814	614384
750	49872	614203
751	49916	613860
752	49967	613605
753	50009	613252
754	50059	612980
755	50113	612761
756	50188	612805
757	50228	612419
758	50270	612059
759	50311	611683
760	50354	611337
761	50391	610913
762	50445	610704
763	50534	610905
764	50594	610770
765	50794	612320
766	50851	612139
767	50895	611808
768	50940	611481
769	50992	611245
770	51068	611303
771	51143	611340
772	51189	611029
773	51241	610790
774	51290	610526
775	51353	610414
776	51402	610145
777	51447	609832
778	51491	609506
779	51538	609215
780	51586	608926
781	51644	608770
782	51738	609036
783	51826	609230
784	51975	610128
785	52029	609927
786	52081	609685
787	52129	609412
788	52195	609339
789	52248	609123
790	52305	608953
791	52350	608645
792	52400	608384
793	52439	608010
794	52490	607764
795	52541	607528
796	52608	607470
797	52662	607270
798	52734	607277
799	52811	607330
800	52896	607483
801	52941	607174
802	53066	607784
803	53112	607491
804	53181	607453
805	53284	607811
806	53349	607732
807	53393	607418
808	53436	607093
809	53494	606929
810	53542	606658
811	53587	606361
812	53644	606193
813	53711	606134
814	53773	606025
815	53823	605773
816	53868	605481
817	53916	605207
818	53967	604975
819	54009	604642
820	54057	604374
821	54185	605010
822	54275	605208
823	54352	605264
824	54416	605178
825	54467	604947
826	54523	604771
827	54576	604559
828	54640	604469
829	54692	604257
830	54738	603972
831	54788	603728
832	54853	603647
833	54911	603504
834	54974	603398
835	55023	603147
836	55074	602919
837	55126	602708
838	55194	602661
839	55407	604203
840	55474	604153
841	55517	603832
842	55563	603555
843	55614	603328
844	55669	603140
845	55726	602984
846	55803	603038
847	55899	603292
848	55956	603128
849	56003	602863
850	56057	602668
851	56115	602512
852	56164	602266
853	56205	601936
854	56247	601622
855	56293	601345
856	56347	601153
857	56477	601772
858	56531	601572
859	56576	601292
860	56618	600972
861	56666	600714
862	56715	600471
863	56761	600200
864	56829	600161
865	56921	600367
866	57002	600466
867	57047	600182
868	57103	600016
869	57148	599725
870	57195	599472
871	57237	599153
872	57279	598842
873	57322	598541
874	57366	598255
875	57420	598067
876	57491	598055
877	57608	598528
878	57645	598159
879	57689	597869
880	57735	597607
881	57775	597272
882	57820	597001
883	57877	596850
884	57955	596910
885	58256	599261
886	58311	599089
887	58353	598776
888	58401	598530
889	58451	598306
890	58511	598180
891	58563	597976
892	58681	598444
893	58765	598570
894	58815	598340
895	58860	598065
896	58899	597729
897	58954	597555
898	59008	597375
899	59086	597429
900	59133	597178
901	59171	596836
902	59221	596611
903	59268	596357
904	59308	596036
905	59347	595706
906	59402	595530
907	59484	595630
908	59553	595602
909	59611	595461
910	59672	595349
911	59819	596096
912	59866	595841
913	59909	595550
914	59959	595336
915	60007	595092
916	60051	594818
917	60094	594534
918	60137	594246
919	60173	593882
920	60219	593627
921	60266	593384
922	60314	593148
923	60361	592905
924	60411	592681
925	60484	592698
926	60558	592719
927	60625	592665
928	60668	592382
929	60713	592116
930	60760	591880
931	60810	591659
932	60940	592222
933	60984	591958
934	61028	591686
935	61071	591397
936	61113	591109
937	61162	590889
938	61206	590623
939	61253	590381
940	61300	590136
941	61342	589847
942	61388	589604
943	61446	589471
944	61522	589513
945	61589	589465
946	61640	589267
947	61683	588986
948	61728	588733
949	61774	588480
950	61817	588210
951	61872	588052
952	62006	588637
953	62083	588690
954	62127	588425
955	62183	588270
956	62226	587994
957	62277	587797
958	62326	587588
959	62371	587329
960	62412	587039
961	62458	586795
962	62501	586529
963	62548	586291
964	62615	586254
965	62684	586224
966	62755	586213
967	62811	586065
968	62858	585837
969	62905	585601
970	62955	585405
971	63008	585227
972	63135	585734
973	63194	585615
974	63241	585391
975	63281	585098
976	63327	584852
977	63379	584672
978	63427	584455
979	63469	584179
980	63512	583910
981	63558	583678
982	63611	583508
983	63677	583447
984	63773	583672
985	63836	583594
986	63911	583625
987	63963	583438
988	64010	583211
989	64051	582932
990	64106	582783
991	64236	583312
992	64337	583576
993	64381	583318
994	64426	583076
995	64480	582916
996	64528	582697
997	64579	582513
998	64623	582259
999	64661	581955
1000	64701	581666
1001	64741	581381
1002	64802	581287
1003	64881	581345
1004	64946	581287
1005	65025	581348
1006	65087	581265
1007	65133	581028
1008	65205	581030
1009	65249	580783
1010	65296	580560
1011	65421	581040
1012	65465	580792
1013	65510	580550
1014	65574	580476
1015	65621	580263
1016	65680	580142
1017	65733	579981
1018	65787	579823
1019	65848	579725
1020	65919	579713
1021	65987	579679
1022	66064	579723
1023	66109	579487
1024	66181	579495
1025	66246	579429
1026	66294	579220
1027	66341	579001
1028	66405	578938
1029	66554	579605
1030	66606	579427
1031	66652	579201
1032	66704	579031
1033	66764	578925
1034	66807	578678
1035	66849	578417
1036	66894	578183
1037	66944	577995
1038	66994	577801
1039	67033	577522
1040	67087	577362
1041	67150	577290
1042	67228	577337
1043	67311	577433
1044	67395	577538
1045	67486	577702
1046	67562	577733
1047	67726	578518
1048	67777	578335
1049	67817	578066
1050	67875	577939
1051	67935	577835
1052	67994	577729
1053	68047	577565
1054	68104	577433
1055	68158	577285
1056	68228	577265
1057	68284	577127
1058	68343	577018
1059	68411	576979
1060	68490	577036
1061	68540	576851
1062	68596	576716
1063	68647	576533
1064	68842	577563
1065	68942	577798
1066	69014	577797
1067	69087	577796
1068	69170	577885
1069	69227	577762
1070	69304	577797
1071	69391	577920
1072	69487	578111
1073	69575	578241
1074	69637	578153
1075	69703	578095
1076	69823	578490
1077	70103	580209
1078	70339	581553
1079	70410	581540
1080	70539	582001
1081	70612	582002
1082	70676	581920
1083	70736	581812
1084	70804	581770
1085	70865	581667
1086	70938	581667
1087	71009	581650
1088	71063	581489
1089	71126	581409
1090	71193	581356
1091	71272	581404
1092	71330	581284
1093	71580	582717
1094	71769	583660
1095	71893	584066
1096	72058	584813
1097	72218	585508
1098	72494	587144
1099	72699	588205
1100	72773	588205
1101	72832	588075
1102	72905	588065
1103	72964	587943
1104	73029	587870
1105	73090	587762
1106	73142	587587
1107	73350	588654
1108	73437	588756
1109	73489	588578
1110	73537	588368
1111	73582	588133
1112	73630	587920
1113	73684	587759
1114	73819	588235
1115	73876	588099
1116	73918	587844
1117	73967	587635
1118	74009	587382
1119	74063	587217
1120	74109	586993
1121	74157	586778
1122	74202	586551
1123	74248	586321
1124	74320	586304
1125	74414	586456
1126	74477	586368
1127	74527	586176
1128	74579	586003
1129	74638	585878
1130	74713	585887
1131	74780	585824
1132	74879	586017
1133	75014	586492
1134	75060	586268
1135	75103	586016
1136	75154	585837
1137	75200	585614
1138	75255	585463
1139	75308	585295
1140	75360	585120
1141	75429	585071
1142	75494	584996
1143	75543	584804
1144	75592	584601
1145	75650	584474
1146	75713	584389
1147	75775	584290
1148	75833	584158
1149	75891	584033
1150	75953	583937
1151	76004	583754
1152	76149	584297
1153	76195	584075
1154	76241	583854
1155	76283	583609
1156	76332	583410
1157	76374	583165
1158	76425	582986
1159	76481	582840
1160	76529	582638
1161	76574	582415
1162	76627	582254
1163	76684	582116
1164	76746	582019
1165	76808	581924
1166	76854	581710
1167	76924	581677
1168	76998	581673
1169	77047	581479
1170	77086	581207
1171	77137	581030
1172	77304	581726
1173	77384	581768
1174	77431	581561
1175	77479	581357
1176	77535	581223
1177	77572	580937
1178	77613	580688
1179	77670	580556
1180	77740	580521
1181	77792	580348
1182	77849	580217
1183	77904	580076
1184	77974	580038
1185	78053	580068
1186	78100	579864
1187	78136	579578
1188	78220	579648
1189	78287	579591
1190	78455	580277
1191	78509	580128
1192	78567	580000
1193	78615	579808
1194	78683	579758
1195	78738	579608
1196	78800	579516
1197	78844	579290
1198	78897	579131
1199	78967	579093
1200	79025	578970
1201	79090	578900
1202	79172	578954
1203	79240	578900
1204	79296	578767
1205	79375	578796
1206	79440	578724
1207	79629	579555
1208	79716	579641
1209	79770	579488
1210	79815	579272
1211	79876	579172
1212	79963	579255
1213	80012	579070
1214	80099	579153
1215	80161	579064
1216	80213	578898
1217	80258	578677
1218	80325	578617
1219	80399	578614
1220	80457	578488
1221	80499	578250
1222	80546	578053
1223	80582	577771
1224	80649	577710
1225	80885	578865
1226	80935	578685
1227	80984	578497
1228	81025	578257
1229	81082	578121
1230	81141	578010
1231	81185	577785
1232	81233	577591
1233	81271	577327
1234	81319	577139
1235	81364	576925
1236	81413	576740
1237	81460	576538
1238	81501	576299
1239	81544	576075
1240	81587	575843
1241	81626	575592
1242	81671	575378
1243	81715	575159
1244	81779	575082
1245	81851	575062
1246	82032	575807
1247	82086	575659
1248	82143	575528
1249	82200	575401
1250	82251	575237
1251	82294	575006
1252	82338	574794
1253	82387	574612
1254	82439	574447
1255	82480	574212
1256	82529	574027
1257	82577	573844
1258	82628	573674
1259	82675	573476
1260	82722	573286
1261	82769	573089
1262	82820	572924
1263	82914	573057
1264	82997	573107
1265	83202	574007
1266	83253	573841
1267	83318	573766
1268	83371	573616
1269	83429	573499
1270	83485	573364
1271	83534	573181
1272	83579	572976
1273	83622	572756
1274	83673	572585
1275	83716	572368
1276	83759	572149
1277	83795	571881
1278	83838	571659
1279	83881	571441
1280	83926	571234
1281	83971	571033
1282	84044	571016
1283	84116	570995
1284	84174	570881
1285	84749	574267
1286	84825	574270
1287	84868	574051
1288	84918	573874
1289	84962	573662
1290	85007	573453
1291	85062	573319
1292	85118	573181
1293	85174	573050
1294	85263	573139
1295	85310	572947
1296	85360	572778
1297	85403	572561
1298	85448	572352
1299	85503	572217
1300	85563	572108
1301	85620	571986
1302	85684	571907
1303	85728	571700
1304	85766	571449
1305	85971	572306
1306	86028	572182
1307	86078	572011
1308	86132	571866
1309	86178	571671
1310	86222	571465
1311	86272	571289
1312	86313	571062
1313	86356	570844
1314	86403	570657
1315	86450	570466
1316	86496	570274
1317	86548	570118
1318	86597	569942
1319	86640	569728
1320	86690	569558
1321	86737	569370
1322	86780	569157
1323	86818	568913
1324	86891	568891
1325	86975	568950
1326	87172	569743
1327	87223	569579
1328	87273	569412
1329	87351	569426
1330	87405	569283
1331	87468	569199
1332	87514	569005
1333	87560	568815
1334	87598	568569
1335	87645	568380
1336	87692	568195
1337	87735	567986
1338	87784	567812
1339	87840	567682
1340	87898	567569
1341	87948	567405
1342	88017	567359
1343	88073	567238
1344	88124	567074
1345	88196	567053
1346	88393	567831
1347	88448	567697
1348	88506	567580
1349	88562	567456
1350	88611	567284
1351	88648	567037
1352	88688	566807
1353	88722	566542
1354	88760	566300
1355	88810	566134
1356	88865	565999
1357	88906	565780
1358	88951	565582
1359	89005	565446
1360	89051	565259
1361	89094	565051
1362	89143	564883
1363	89214	564850
1364	89273	564743
1365	89346	564724
1366	89516	565325
1367	89566	565159
1368	89620	565019
1369	89669	564850
1370	89716	564668
1371	89758	564459
1372	89800	564244
1373	89847	564061
1374	89904	563947
1375	89964	563846
1376	90008	563645
1377	90056	563476
1378	90098	563263
1379	90141	563055
1380	90189	562883
1381	90259	562848
1382	90320	562756
1383	90390	562718
1384	90467	562728
1385	90545	562738
1386	90691	563174
1387	90741	563014
1388	90804	562936
1389	90851	562753
1390	90911	562657
1391	90956	562465
1392	90991	562214
1393	91040	562050
1394	91090	561890
1395	91134	561690
1396	91183	561528
1397	91231	561355
1398	91278	561178
1399	91320	560970
1400	91363	560767
1401	91412	560602
1402	91473	560513
1403	91535	560426
1404	91582	560249
1405	91638	560130
1406	91802	560669
1407	91870	560617
1408	91925	560493
1409	91970	560303
1410	92033	560222
1411	92078	560038
1412	92125	559859
1413	92164	559633
1414	92200	559391
1415	92240	559178
1416	92278	558946
1417	92312	558693
1418	92369	558578
1419	92414	558393
1420	92464	558234
1421	92524	558140
1422	92574	557981
1423	92625	557833
1424	92705	557859
1425	92784	557880
1426	92849	557814
1427	93012	558335
1428	93151	558715
1429	93202	558561
1430	93239	558330
1431	93285	558147
1432	93326	557941
1433	93371	557754
1434	93410	557531
1435	93453	557337
1436	93499	557157
1437	93547	556988
1438	93600	556853
1439	93647	556680
1440	93697	556525
1441	93746	556367
1442	93815	556327
1443	93865	556173
1444	93921	556054
1445	93971	555897
1446	94069	556031
1447	94254	556672
1448	94298	556486
1449	94352	556355
1450	94398	556174
1451	94444	555997
1452	94488	555813
1453	94529	555606
1454	94578	555443
1455	94617	555230
1456	94663	555051
1457	94704	554848
1458	94769	554778
1459	94820	554632
1460	94875	554509
1461	94917	554314
1462	94962	554131
1463	95004	553932
1464	95065	553845
1465	95128	553767
1466	95202	553760
1467	95377	554334
1468	95478	554475
1469	95520	554279
1470	95574	554151
1471	95609	553911
1472	95669	553816
1473	95720	553671
1474	95768	553507
1475	95801	553262
1476	95854	553128
1477	95901	552960
1478	95943	552759
1479	95990	552595
1480	96040	552441
1481	96085	552262
1482	96130	552085
1483	96180	551935
1484	96247	551884
1485	96305	551779
1486	96367	551700
1487	96431	551630
1488	96597	552141
1489	96650	552011
1490	96692	551813
1491	96739	551647
1492	96798	551549
1493	96841	551359
1494	96881	551157
1495	96926	550980
1496	96978	550840
1497	97022	550657
1498	97068	550486
1499	97117	550330
1500	97170	550199
1501	97236	550141
1502	97311	550135
1503	97360	549984
1504	97442	550016
1505	97566	550287
1506	97701	550614
1507	97965	551670
1508	98046	551696
1509	98126	551716
1510	98189	551639
1511	98229	551438
1512	98295	551378
1513	98357	551293
1514	98412	551174
1515	98459	551009
1516	98512	550877
1517	98588	550874
1518	98647	550775
1519	98696	550624
1520	98742	550454
1521	98807	550387
1522	98896	550458
1523	99046	550867
1524	99222	551417
1525	99286	551348
1526	99350	551272
1527	99408	551170
1528	99469	551083
1529	99518	550928
1530	99575	550817
1531	99641	550762
1532	99710	550718
1533	99770	550625
1534	99818	550462
1535	99862	550284
1536	99898	550060
1537	99941	549872
1538	99989	549713
1539	100048	549618
1540	100119	549582
1541	100234	549793
1542	100380	550170
1543	100460	550187
1544	100518	550086
1545	100568	549937
1546	100617	549785
1547	100668	549643
1548	100718	549495
1549	100767	549342
1550	100823	549231
1551	100883	549141
1552	100957	549124
1553	101008	548980
1554	101054	548814
1555	101124	548774
1556	101211	548829
1557	101291	548848
1558	101471	549404
1559	101839	550978
1560	101962	551226
1561	102115	551633
1562	102302	552222
1563	102367	552156
1564	102422	552033
1565	102484	551950
1566	102556	551920
1567	102626	551879
1568	102728	552007
1569	102797	551965
1570	102987	552567
1571	103106	552787
1572	103175	552738
1573	103239	552666
1574	103307	552612
1575	103401	552698
1576	103551	553082
1577	103614	553006
1578	103684	552964
1579	103762	552960
1580	103831	552912
1581	103891	552820
1582	103953	552733
1583	104004	552588
1584	104061	552479
1585	104260	553120
1586	104309	552967
1587	104367	552858
1588	104430	552777
1589	104474	552596
1590	104521	552435
1591	104574	552298
1592	104628	552173
1593	104699	552134
1594	104745	551967
1595	104794	551812
1596	104854	551715
1597	104908	551588
1598	104950	551397
1599	105000	551252
1600	105072	551219
1601	105123	551076
1602	105197	551055
1603	105261	550983
1604	105482	551729
1605	105584	551853
1606	105630	551683
1607	105687	551570
1608	105729	551383
1609	105781	551245
1610	105825	551067
1611	105878	550935
1612	105925	550774
1613	105977	550636
1614	106033	550520
1615	106066	550284
1616	106116	550137
1617	106169	550005
1618	106209	549811
1619	106256	549649
1620	106308	549511
1621	106361	549378
1622	106419	549276
1623	106483	549204
1624	106707	549955
1625	106809	550076
1626	106868	549976
1627	106918	549830
1628	106973	549709
1629	107025	549571
1630	107071	549407
1631	107129	549300
1632	107177	549146
1633	107222	548972
1634	107284	548888
1635	107331	548726
1636	107395	548657
1637	107442	548492
1638	107490	548340
1639	107533	548158
1640	107583	548011
1641	107642	547913
1642	107715	547886
1643	107916	548508
1644	107976	548414
1645	108022	548248
1646	108076	548124
1647	108118	547938
1648	108161	547760
1649	108209	547606
1650	108254	547435
1651	108304	547293
1652	108352	547136
1653	108395	546960
1654	108462	546900
1655	108521	546799
1656	108577	546688
1657	108625	546532
1658	108671	546368
1659	108719	546216
1660	108765	546056
1661	108811	545889
1662	108855	545717
1663	108923	545663
1664	109174	546530
