iter	RMSE
348	13.84382683
349	13.8430475
350	13.840291
351	13.83936906
352	13.83779757
353	13.83673463
354	13.83479657
355	13.83333848
356	13.83259295
357	13.83162987
358	13.82988348
359	13.82910362
360	13.82736892
361	13.82610228
362	13.82496159
363	13.82302891
364	13.82163262
365	13.81982513
366	13.81901556
367	13.81755978
368	13.81605564
369	13.81519902
370	13.81422673
371	13.81287921
372	13.81162642
373	13.80827952
374	13.80618163
375	13.80507068
376	13.80414794
377	13.80278952
378	13.80173381
379	13.80020648
380	13.79787599
381	13.79599828
382	13.79468264
383	13.79312201
384	13.79167496
385	13.78913376
386	13.78913294
387	13.78620435
388	13.78454681
389	13.78361729
390	13.78223476
391	13.78091834
392	13.77923542
393	13.77799796
394	13.77547795
395	13.77412406
396	13.77274675
397	13.77101587
398	13.76893437
399	13.76713513
400	13.76611374
401	13.76506678
402	13.76348612
403	13.76216362
404	13.76201748
405	13.75922024
406	13.75694876
407	13.7554542
408	13.75408986
409	13.75278174
410	13.75136323
411	13.75009075
412	13.74996121
413	13.74826
414	13.74725215
415	13.7456497
416	13.74419942
417	13.74253814
418	13.740931
419	13.73857995
420	13.7362989
421	13.73459666
422	13.73347195
423	13.73264645
424	13.73165614
425	13.73095327
426	13.72919068
427	13.72820037
428	13.7269325
429	13.72535267
430	13.72412301
431	13.72224961
432	13.72090095
433	13.71966838
434	13.71837309
435	13.71704794
436	13.71544053
437	13.71391843
438	13.71320132
439	13.71165659
440	13.71078752
441	13.70864539
442	13.70732358
443	13.70607781
444	13.70388641
445	13.70247317
446	13.70083436
447	13.69956904
448	13.6982002
449	13.69672741
450	13.69572877
451	13.69458914
452	13.69335631
453	13.69089633
454	13.6899934
455	13.68895475
456	13.68780828
457	13.68712185
458	13.68564731
459	13.68377502
460	13.68267947
461	13.6814304
462	13.67994001
463	13.67829803
464	13.67711517
465	13.67657155
466	13.67603277
467	13.67448033
468	13.67346439
469	13.67128307
470	13.67019937
471	13.66809686
472	13.66650211
473	13.66532323
474	13.66473518
475	13.66358807
476	13.66226668
477	13.66142601
478	13.66017013
479	13.65887113
480	13.65808439
481	13.65732861
482	13.65610068
483	13.65499183
484	13.65393962
485	13.65312108
486	13.65128156
487	13.64915375
488	13.64797941
489	13.64617526
490	13.64475233
491	13.64350153
492	13.64214183
493	13.64126153
494	13.63971843
495	13.63845857
496	13.63665584
497	13.63506426
498	13.63342738
499	13.63234791
500	13.63072644
501	13.6296719
502	13.62789818
503	13.62677773
504	13.62605032
505	13.62499641
506	13.62369944
507	13.62201692
508	13.62017322
509	13.61896465
510	13.6180136
511	13.61675052
512	13.61509811
513	13.61388619
514	13.6128854
515	13.61181624
516	13.6101326
517	13.60846186
518	13.60660888
519	13.60561373
520	13.60388287
521	13.60215346
522	13.60096189
523	13.5996849
524	13.59861416
525	13.59670859
526	13.59562763
527	13.59452205
528	13.59295685
529	13.59102323
530	13.58968996
531	13.58810701
532	13.58694625
533	13.58575774
534	13.5844062
535	13.583604
536	13.58281987
537	13.58154053
538	13.58052677
539	13.5797427
540	13.5784885
541	13.57733782
542	13.57603051
543	13.57451176
544	13.57359963
545	13.5723637
546	13.57093318
547	13.5696371
548	13.56853375
549	13.56678165
550	13.5653033
551	13.56496562
552	13.56402869
553	13.56236441
554	13.56087822
555	13.56002102
556	13.55919212
557	13.55783534
558	13.55631961
559	13.55493716
560	13.5545167
561	13.5538564
562	13.5530986
563	13.55227187
564	13.55124287
565	13.55039291
566	13.54997924
567	13.54870827
568	13.54668671
569	13.54540002
570	13.54363789
571	13.54219506
572	13.54099466
573	13.54009697
574	13.53869252
575	13.53679933
576	13.53570693
577	13.53457602
578	13.5335168
579	13.5318027
580	13.53084694
581	13.5296561
582	13.52846848
583	13.52708099
584	13.52597212
585	13.52526192
586	13.52394742
587	13.52275674
588	13.52133928
589	13.51983459
590	13.51842672
591	13.51719103
592	13.51574987
593	13.51563591
594	13.5149867
595	13.51460499
596	13.51308823
597	13.51195656
598	13.51056676
599	13.5094266
600	13.50787675
601	13.50652211
602	13.50569891
603	13.50350843
604	13.50224784
605	13.50079654
606	13.49981463
607	13.49893195
608	13.49773292
609	13.49595626
610	13.49464033
611	13.49329416
612	13.4918672
613	13.49100327
614	13.49000508
615	13.4891413
616	13.48851281
617	13.48773498
618	13.48687494
619	13.4855398
620	13.48468002
621	13.48345808
622	13.48188947
623	13.48106633
624	13.47974965
625	13.47945085
626	13.47818664
627	13.47633417
628	13.47532923
629	13.47423898
630	13.47311438
631	13.47179609
632	13.47091894
633	13.46982696
634	13.46889633
635	13.46830607
636	13.46732893
637	13.46592007
638	13.46425983
639	13.46349999
640	13.46305368
641	13.46191918
642	13.4614453
643	13.45969683
644	13.45816003
645	13.45667692
646	13.45617195
647	13.45546657
648	13.45438414
649	13.45323988
650	13.45204611
651	13.45064415
652	13.44927382
653	13.44836492
654	13.44692759
655	13.44649756
656	13.44599012
657	13.44495381
658	13.44403171
659	13.44303724
660	13.44200642
661	13.44077176
662	13.44076932
663	13.43993052
664	13.43929763
665	13.43847623
666	13.43779456
667	13.43685273
668	13.43572881
669	13.43491894
670	13.43409034
671	13.43322147
672	13.43272045
673	13.43149622
674	13.43081475
675	13.43055329
676	13.43055112
677	13.42939237
678	13.42813681
679	13.42720842
680	13.42596423
681	13.42509519
682	13.42429918
683	13.42324379
684	13.42206265
685	13.42117468
686	13.42058035
687	13.41963662
688	13.41824348
689	13.41781941
690	13.4166156
691	13.41552306
692	13.41464326
693	13.4133614
694	13.41205594
695	13.41080915
696	13.41013521
697	13.40940558
698	13.40818926
699	13.40769349
700	13.4061138
701	13.40427811
702	13.40341099
703	13.40239108
704	13.40184422
705	13.40105017
706	13.39968739
707	13.39886125
708	13.39768202
709	13.39681553
710	13.39607268
711	13.39520262
712	13.39389108
713	13.39265716
714	13.3913624
715	13.39067654
716	13.38873746
717	13.38806239
718	13.38709366
719	13.3863067
720	13.38552023
721	13.38449434
722	13.3837401
723	13.38266698
724	13.38245102
725	13.38157698
726	13.38036142
727	13.3794062
728	13.37812402
729	13.37809619
730	13.37756099
731	13.37704874
732	13.37599958
733	13.37427691
734	13.37403928
735	13.37349802
736	13.37326694
737	13.37093666
738	13.36984456
739	13.36750766
740	13.36686772
741	13.36537209
742	13.36514943
743	13.36367225
744	13.36294346
745	13.36226995
746	13.36170189
747	13.36121563
748	13.3599533
749	13.35930023
750	13.35855365
751	13.3572952
752	13.35623011
753	13.3553022
754	13.35446372
755	13.35345397
756	13.35237132
757	13.35215363
758	13.35172341
759	13.35114237
760	13.34996243
761	13.34931141
762	13.34908396
763	13.34743151
764	13.34630041
765	13.34518219
766	13.34470348
767	13.34419071
768	13.34276498
769	13.34155151
770	13.3401935
771	13.33879601
772	13.33721235
773	13.33578838
774	13.334668
775	13.33394108
776	13.3334296
777	13.3324237
778	13.33167617
779	13.33077084
780	13.33002296
781	13.3292443
782	13.32768308
783	13.32610776
784	13.32497776
785	13.32408747
786	13.32275513
787	13.32202725
788	13.32144514
789	13.32067554
790	13.31914503
791	13.3183122
792	13.31734349
793	13.31702864
794	13.31566774
795	13.31525227
796	13.31429036
797	13.31331246
798	13.31252319
799	13.31141738
800	13.31063228
801	13.3097541
802	13.30924366
803	13.30856764
804	13.30808307
805	13.30722302
806	13.3070069
807	13.30586081
808	13.30538541
809	13.30508571
810	13.30437602
811	13.30388468
812	13.30277318
813	13.30164943
814	13.30033921
815	13.29950196
816	13.29860275
817	13.29770004
818	13.2968272
819	13.29580294
820	13.29500241
821	13.29393244
822	13.29273492
823	13.29172719
824	13.29055388
825	13.28976214
826	13.28854308
827	13.28745741
828	13.28640137
829	13.28566224
830	13.28487903
831	13.28381748
832	13.28268809
833	13.28204446
834	13.28139083
835	13.28019155
836	13.27946431
837	13.27794797
838	13.27692934
839	13.2760624
840	13.27522358
841	13.27488352
842	13.27380163
843	13.27269753
844	13.27195397
845	13.27140683
846	13.27061931
847	13.26973796
848	13.26896227
849	13.26875684
850	13.26770579
851	13.26712795
852	13.26575203
853	13.26542457
854	13.26453424
855	13.26366799
856	13.26195231
857	13.26161104
858	13.26063924
859	13.25982816
860	13.25904386
861	13.25836153
862	13.25777784
863	13.25682971
864	13.25539453
865	13.25489432
866	13.25435264
867	13.25363787
868	13.25261181
869	13.25052128
870	13.24912622
871	13.24854748
872	13.24809129
873	13.24657261
874	13.24572196
875	13.24471346
876	13.24314887
877	13.24254623
878	13.24239381
879	13.24141094
880	13.24051785
881	13.24009772
882	13.23886236
883	13.23780416
884	13.23648178
885	13.2358446
886	13.23440725
887	13.23332098
888	13.2328471
889	13.2309762
890	13.23007741
891	13.22865334
892	13.22828376
893	13.22771386
894	13.22706121
895	13.22594092
896	13.22502945
897	13.22431186
898	13.22317599
899	13.22253253
900	13.22180376
901	13.22159401
902	13.22072609
903	13.21947157
904	13.2184943
905	13.21802222
906	13.21723052
907	13.21661192
908	13.21549887
909	13.21485099
910	13.21412496
911	13.21355517
912	13.21156319
913	13.21133711
914	13.21044031
915	13.20944964
916	13.20854419
917	13.20837163
918	13.20789599
919	13.20775046
920	13.20706346
921	13.20634341
922	13.2057629
923	13.20488183
924	13.20401079
925	13.2030309
926	13.20257485
927	13.20127998
928	13.20123377
929	13.20075648
930	13.1998553
931	13.19924801
932	13.19862868
933	13.19760137
934	13.19648721
935	13.19584979
936	13.19488251
937	13.19438897
938	13.19383004
939	13.19265975
940	13.19173602
941	13.19145113
942	13.19059097
943	13.18920337
944	13.18801048
945	13.18730114
946	13.18579861
947	13.1854554
948	13.18467575
949	13.18371192
950	13.18297557
951	13.18238168
952	13.18168509
953	13.18103127
954	13.18019829
955	13.17916547
956	13.17777903
957	13.17673526
958	13.17521537
959	13.1747486
960	13.17407521
961	13.17343684
962	13.17255712
963	13.17176415
964	13.17082033
965	13.17019641
966	13.16904613
967	13.1682663
968	13.16746352
969	13.16683628
970	13.1659195
971	13.16541785
972	13.16456394
973	13.16375235
974	13.16260228
975	13.16212551
976	13.16158115
977	13.16026551
978	13.15922044
979	13.15838198
980	13.15750842
981	13.15619512
982	13.15520187
983	13.15390132
984	13.15252035
985	13.15213444
986	13.15154308
987	13.15040166
988	13.14949286
989	13.14880785
990	13.14786337
991	13.1470627
992	13.14606898
993	13.14593638
994	13.14525371
995	13.14494385
996	13.14438885
997	13.14348757
998	13.1430277
999	13.14238364
1000	13.14197144
1001	13.14098278
1002	13.14039639
1003	13.13994134
1004	13.13890957
1005	13.13834371
1006	13.1371282
1007	13.13651925
1008	13.13541832
1009	13.13489756
1010	13.13451146
1011	13.13413585
1012	13.13380714
1013	13.13288188
1014	13.1320939
1015	13.13133617
1016	13.13067993
1017	13.12996424
1018	13.12902722
1019	13.12800576
1020	13.12743017
1021	13.12632288
1022	13.12545243
1023	13.12507974
1024	13.12447351
1025	13.12353454
1026	13.12285473
1027	13.12262144
1028	13.12141121
1029	13.12071528
1030	13.11979247
1031	13.11911103
1032	13.1187552
1033	13.11793217
1034	13.11717386
1035	13.11703781
1036	13.11646149
1037	13.11606433
1038	13.11537928
1039	13.11465573
1040	13.1141156
1041	13.11318281
1042	13.11150382
1043	13.11072278
1044	13.11002061
1045	13.10946656
1046	13.10873009
1047	13.10802944
1048	13.10706169
1049	13.10622356
1050	13.10615016
1051	13.10536198
1052	13.10467412
1053	13.10391178
1054	13.10237746
1055	13.10172917
1056	13.10087544
1057	13.10035863
1058	13.09975196
1059	13.09904843
1060	13.09830494
1061	13.09787238
1062	13.09706852
1063	13.09617923
1064	13.09517683
1065	13.09410943
1066	13.09355474
1067	13.09269879
1068	13.0921871
1069	13.09187665
1070	13.09094914
1071	13.08933889
1072	13.08882932
1073	13.08783882
1074	13.08748406
1075	13.08631089
1076	13.08550915
1077	13.08456281
1078	13.08396573
1079	13.08353864
1080	13.08276386
1081	13.08267313
1082	13.08186438
1083	13.08155887
1084	13.08094069
1085	13.0797559
1086	13.07917453
1087	13.07844632
1088	13.0778153
1089	13.0774209
1090	13.0763403
1091	13.07496323
1092	13.07404375
1093	13.07338806
1094	13.0728022
1095	13.07211648
1096	13.07103639
1097	13.0709226
1098	13.06989073
1099	13.06898392
1100	13.06755298
1101	13.06698037
1102	13.06595638
1103	13.06524457
1104	13.06438638
1105	13.06356943
1106	13.06300357
1107	13.0624693
1108	13.06183965
1109	13.06152494
1110	13.06093379
1111	13.06040233
1112	13.05984119
1113	13.05913732
1114	13.05897529
1115	13.05800489
1116	13.05743681
1117	13.05692167
1118	13.05678934
1119	13.05595341
1120	13.05509289
1121	13.05408476
1122	13.0537279
1123	13.05342052
1124	13.05301012
1125	13.05238208
1126	13.0514113
1127	13.05060831
1128	13.04974267
1129	13.04897866
1130	13.04817207
1131	13.0476847
1132	13.04701489
1133	13.04614821
1134	13.04497727
1135	13.04449666
1136	13.04386821
1137	13.04326257
1138	13.0423528
1139	13.04129114
1140	13.04074075
1141	13.04005192
1142	13.03928421
1143	13.03855122
1144	13.03800662
1145	13.03755194
1146	13.03692574
1147	13.03618205
1148	13.035826
1149	13.03524255
1150	13.03471401
1151	13.03382248
1152	13.03327594
1153	13.03219973
1154	13.03146387
1155	13.03084562
1156	13.03016794
1157	13.02981059
1158	13.02934404
1159	13.02896594
1160	13.02795325
1161	13.0267643
1162	13.02572621
1163	13.02516598
1164	13.02513521
1165	13.02450577
1166	13.02440209
1167	13.02376504
1168	13.02363805
1169	13.02292886
1170	13.02282993
1171	13.02206878
1172	13.02159234
1173	13.02149618
1174	13.02069797
1175	13.01999939
1176	13.01921754
1177	13.01860626
1178	13.0183112
1179	13.01757095
1180	13.01699473
1181	13.01603614
1182	13.01549969
1183	13.01468668
1184	13.01402313
1185	13.01385501
1186	13.01338434
1187	13.0131475
1188	13.012625
1189	13.01189083
1190	13.01025701
1191	13.0096082
1192	13.00842392
1193	13.00838461
1194	13.00756266
1195	13.00611261
1196	13.00540785
1197	13.00494413
1198	13.00403756
1199	13.00352599
1200	13.00309384
1201	13.00297234
1202	13.00238543
1203	13.00169003
1204	13.00108315
1205	12.9999593
1206	12.99812713
1207	12.99803084
1208	12.99738392
1209	12.9969638
1210	12.99624394
1211	12.99498712
1212	12.99450512
1213	12.99361974
1214	12.99319963
1215	12.99271822
1216	12.99210493
1217	12.9914091
1218	12.99055473
1219	12.98985308
1220	12.9890737
1221	12.9884074
1222	12.98773318
1223	12.98763895
1224	12.98702256
1225	12.98699267
1226	12.98648831
1227	12.98582504
1228	12.98568847
1229	12.98475348
1230	12.98399708
1231	12.98316576
1232	12.9826179
1233	12.98197157
1234	12.98105344
1235	12.98033583
1236	12.98009584
1237	12.98000563
1238	12.97982751
1239	12.97951251
1240	12.97790876
1241	12.97748573
1242	12.97661365
1243	12.97601765
1244	12.97581815
1245	12.97503194
1246	12.97444234
1247	12.97410381
1248	12.97314745
1249	12.97240494
1250	12.97212636
1251	12.97126083
1252	12.97056426
1253	12.96965758
1254	12.96908422
1255	12.9688757
1256	12.96832163
1257	12.96749478
1258	12.96645811
1259	12.96585393
1260	12.96524006
1261	12.96515317
1262	12.96507869
1263	12.96419118
1264	12.96361791
1265	12.96329421
1266	12.962419
1267	12.96107023
1268	12.96046783
1269	12.96025166
1270	12.95956068
1271	12.95880218
1272	12.95837963
1273	12.95761618
1274	12.95674389
1275	12.95621499
1276	12.95610356
1277	12.9560203
1278	12.95583795
1279	12.95479266
1280	12.95420765
1281	12.95350485
1282	12.95270661
1283	12.95190752
1284	12.95138159
1285	12.95059471
1286	12.94983599
1287	12.94918273
1288	12.94846029
1289	12.94821485
1290	12.94726572
1291	12.94690332
1292	12.94626396
1293	12.9443587
1294	12.9431508
1295	12.94291218
1296	12.94225376
1297	12.94207693
1298	12.94133807
1299	12.94063001
1300	12.93998318
1301	12.93938667
1302	12.9388049
1303	12.93851438
1304	12.93848914
1305	12.93775664
1306	12.9370029
1307	12.93654098
1308	12.9361248
1309	12.93565581
1310	12.93530951
1311	12.93420079
1312	12.93332773
1313	12.9326655
1314	12.93200976
1315	12.93140197
1316	12.93033572
1317	12.92975218
1318	12.92802716
1319	12.92748119
1320	12.92692576
1321	12.92626799
1322	12.92589884
1323	12.92579042
1324	12.92538025
1325	12.9243355
1326	12.92392964
1327	12.92367748
1328	12.92311514
1329	12.92217538
1330	12.92114217
1331	12.92045903
1332	12.91914965
1333	12.91884937
1334	12.91876859
1335	12.91771671
1336	12.91705138
1337	12.91637582
1338	12.91603399
1339	12.91562122
1340	12.91469505
1341	12.91396564
1342	12.91312032
1343	12.91283839
1344	12.91166693
1345	12.91143587
1346	12.91106797
1347	12.91003035
1348	12.90957643
1349	12.90900509
1350	12.90826128
1351	12.90818334
1352	12.90767419
1353	12.90759809
1354	12.90757301
1355	12.9064125
1356	12.90577823
1357	12.90486444
1358	12.9045725
1359	12.90358339
1360	12.90306483
1361	12.9023658
1362	12.90189967
1363	12.90130239
1364	12.90122877
1365	12.90046466
1366	12.8995672
1367	12.89894135
1368	12.89822198
1369	12.89803875
1370	12.89796711
1371	12.89761447
1372	12.89741528
1373	12.89677207
1374	12.89622329
1375	12.89532366
1376	12.89471383
1377	12.89396593
1378	12.89270241
1379	12.89208343
1380	12.89134176
1381	12.89040826
1382	12.89001464
1383	12.88994502
1384	12.88906475
1385	12.88829088
1386	12.88797848
1387	12.88754328
1388	12.88637521
1389	12.88630866
1390	12.88536948
1391	12.88440302
1392	12.88432979
1393	12.8835304
1394	12.88284441
1395	12.88230959
1396	12.88135941
1397	12.8805561
1398	12.88010414
1399	12.8793603
1400	12.87886623
1401	12.87819637
1402	12.87776804
1403	12.87716699
1404	12.87650855
1405	12.87643735
1406	12.8760022
1407	12.87532741
1408	12.8743212
1409	12.87403071
1410	12.87338108
1411	12.8727446
1412	12.8724305
1413	12.87236379
1414	12.87229895
1415	12.87174492
1416	12.87168197
1417	12.87152421
1418	12.87072267
1419	12.8701134
1420	12.86947329
1421	12.86846275
1422	12.86783748
1423	12.86684449
1424	12.86599139
1425	12.86514751
1426	12.86490132
1427	12.86441045
1428	12.86396597
1429	12.86390437
1430	12.86352173
1431	12.86332575
1432	12.86291163
1433	12.8625316
1434	12.86176012
1435	12.86068759
1436	12.86031873
1437	12.85988676
1438	12.85911429
1439	12.85804281
1440	12.85706336
1441	12.85605565
1442	12.85544236
1443	12.85484585
1444	12.8542726
1445	12.85377826
1446	12.8530356
1447	12.85227539
1448	12.85167239
1449	12.85127366
1450	12.85125312
1451	12.85056799
1452	12.84973343
1453	12.84912619
1454	12.84839061
1455	12.8478806
1456	12.84678352
1457	12.84630272
1458	12.84550942
1459	12.84520497
1460	12.84505632
1461	12.84439298
1462	12.84374721
1463	12.84351503
1464	12.84239347
1465	12.84233364
1466	12.84209255
1467	12.84152169
1468	12.8409778
1469	12.84047285
1470	12.83998956
1471	12.83990718
1472	12.83926101
1473	12.8392007
1474	12.83846057
1475	12.83774182
1476	12.83743274
1477	12.83689196
1478	12.83624379
1479	12.83568606
1480	12.83490539
1481	12.83435819
1482	12.83360034
1483	12.83320404
1484	12.83313744
1485	12.83308022
1486	12.83227928
1487	12.83163202
1488	12.83100608
1489	12.83003468
1490	12.82972909
1491	12.82906169
1492	12.82861645
1493	12.82812538
1494	12.82752222
1495	12.82607283
1496	12.82530553
1497	12.82459786
1498	12.82416267
1499	12.82368452
1500	12.82272797
1501	12.82175855
1502	12.82068353
1503	12.82062485
1504	12.82015745
1505	12.81920996
1506	12.81915388
1507	12.81893226
1508	12.81778378
1509	12.81728695
1510	12.81656488
1511	12.81651039
1512	12.81600453
1513	12.81595154
1514	12.81494419
1515	12.81488697
1516	12.81435299
1517	12.81397463
1518	12.81283138
1519	12.81235472
1520	12.81154501
1521	12.81081283
1522	12.81022842
1523	12.8094663
1524	12.80905865
1525	12.80829534
1526	12.80783531
1527	12.80757463
1528	12.80679501
1529	12.80593071
1530	12.80480995
1531	12.8038517
1532	12.80279338
1533	12.80236433
1534	12.80215638
1535	12.80144881
1536	12.80139251
1537	12.80068173
1538	12.80028304
1539	12.79964283
1540	12.79926747
1541	12.79868734
1542	12.79760015
1543	12.79655867
1544	12.79574247
1545	12.7953254
1546	12.79441065
1547	12.7938455
1548	12.79316004
1549	12.79267527
1550	12.79182416
1551	12.79086402
1552	12.79052284
1553	12.7894796
1554	12.789202
1555	12.78860574
1556	12.78799979
1557	12.78701861
1558	12.78664883
1559	12.78590644
1560	12.78581173
1561	12.78524199
1562	12.78497577
1563	12.78472411
1564	12.78421479
1565	12.78353759
1566	12.7832629
1567	12.78264026
1568	12.78168994
1569	12.78146612
1570	12.78107499
1571	12.78049187
1572	12.77937269
1573	12.77837347
1574	12.77781334
1575	12.77779296
1576	12.77729607
1577	12.77687561
1578	12.7762193
1579	12.77575895
1580	12.77553424
1581	12.77515317
1582	12.77455086
1583	12.77380779
1584	12.77286087
1585	12.7724046
1586	12.77172124
1587	12.77093174
1588	12.77039242
1589	12.77002971
1590	12.76978586
1591	12.76932787
1592	12.76872635
1593	12.76773085
1594	12.76683281
1595	12.76636375
1596	12.76603831
1597	12.7654344
1598	12.76538663
1599	12.76434026
1600	12.76303911
1601	12.76203054
1602	12.76128582
1603	12.76049938
1604	12.76003446
1605	12.7596084
1606	12.75876033
1607	12.75826393
1608	12.7576815
1609	12.75762738
1610	12.75749759
1611	12.75691858
1612	12.75598213
1613	12.75546014
1614	12.75473587
1615	12.75471866
1616	12.75406501
1617	12.75385764
1618	12.75382428
1619	12.75297991
1620	12.75162709
1621	12.75077837
1622	12.75035744
1623	12.7497052
1624	12.74924143
1625	12.74843656
1626	12.74758072
1627	12.7471564
1628	12.74690791
1629	12.74657161
1630	12.7465265
1631	12.74586028
1632	12.7455064
1633	12.74485264
1634	12.74480296
1635	12.74474358
1636	12.74330652
1637	12.74276546
1638	12.7420909
1639	12.74150282
1640	12.74080451
1641	12.74033786
1642	12.73969594
1643	12.73944823
1644	12.73941965
1645	12.73880949
1646	12.73836853
1647	12.73782112
1648	12.73747225
1649	12.73683223
1650	12.73630069
1651	12.73546747
1652	12.7343222
1653	12.73392206
1654	12.73322756
1655	12.73245182
1656	12.73164427
1657	12.73060535
1658	12.72966035
1659	12.72926327
1660	12.72891917
1661	12.72862644
1662	12.72770053
1663	12.72735854
1664	12.72729823
1665	12.72682069
