iter	RMSE_SumError	RMSE_SumWeight
5240	1354352.83	7203
5241	1354296.781	7203
5242	1354310.345	7203
5243	1354351.903	7203
5244	1354342.901	7203
5245	1354335.173	7203
5246	1354311.211	7203
5247	1354305.35	7203
5248	1354297.27	7203
5249	1354260.935	7203
5250	1354244.781	7203
5251	1354266.911	7203
5252	1354264.691	7203
5253	1354289.447	7203
5254	1354294.955	7203
5255	1354305.372	7203
5256	1354304.91	7203
5257	1354300.494	7203
5258	1354303.222	7203
5259	1354300.589	7203
5260	1354310.099	7203
5261	1354290.473	7203
5262	1354292.141	7203
5263	1354291.259	7203
5264	1354277.894	7203
5265	1354253.045	7203
5266	1354262.862	7203
5267	1354264.663	7203
5268	1354256.222	7203
5269	1354258.698	7203
5270	1354276.099	7203
5271	1354254.443	7203
5272	1354243.871	7203
5273	1354220.082	7203
5274	1354190.835	7203
5275	1354168.365	7203
5276	1354160.513	7203
5277	1354086.904	7203
5278	1354094.775	7203
5279	1354068.442	7203
5280	1354039.877	7203
5281	1354037.279	7203
5282	1354034.684	7203
5283	1354038.549	7203
5284	1354059.572	7203
5285	1354051.554	7203
5286	1354053.197	7203
5287	1354009.071	7203
5288	1354017.19	7203
5289	1353996.808	7203
5290	1353998.902	7203
5291	1353999.958	7203
5292	1353984.898	7203
5293	1353943.043	7203
5294	1353948.822	7203
5295	1353934.336	7203
5296	1353941.157	7203
5297	1353944.772	7203
5298	1353923.642	7203
5299	1353892.914	7203
5300	1353841.107	7203
5301	1353817.696	7203
5302	1353833.897	7203
5303	1353834.457	7203
5304	1353814.738	7203
5305	1353816.573	7203
5306	1353804.226	7203
5307	1353811.106	7203
5308	1353795.424	7203
5309	1353739.379	7203
5310	1353729.958	7203
5311	1353728.416	7203
5312	1353726.218	7203
5313	1353733.978	7203
5314	1353709.833	7203
5315	1353693.948	7203
5316	1353691.726	7203
5317	1353673.778	7203
5318	1353651.724	7203
5319	1353607.323	7203
5320	1353589.542	7203
5321	1353553.254	7203
5322	1353565.567	7203
5323	1353563.04	7203
5324	1353585.483	7203
5325	1353585.964	7203
5326	1353588.471	7203
5327	1353596.769	7203
5328	1353595.189	7203
5329	1353574.4	7203
5330	1353537.785	7203
5331	1353531.296	7203
5332	1353520.774	7203
5333	1353523.294	7203
5334	1353520.93	7203
5335	1353500.857	7203
5336	1353464.894	7203
5337	1353464.29	7203
5338	1353458.934	7203
5339	1353451.828	7203
5340	1353445.568	7203
5341	1353442.108	7203
5342	1353437.475	7203
5343	1353428.768	7203
5344	1353402.212	7203
5345	1353401.809	7203
5346	1353373.866	7203
5347	1353371.984	7203
5348	1353365.009	7203
5349	1353356.546	7203
5350	1353344.278	7203
5351	1353349.408	7203
5352	1353343.112	7203
5353	1353341.887	7203
5354	1353377.994	7203
5355	1353385.069	7203
5356	1353375.183	7203
5357	1353359.962	7203
5358	1353380.085	7203
5359	1353385.86	7203
5360	1353388.376	7203
5361	1353378.493	7203
5362	1353377.552	7203
5363	1353377.528	7203
5364	1353355.278	7203
5365	1353353.535	7203
5366	1353343.208	7203
5367	1353271.049	7203
5368	1353264.499	7203
5369	1353277.837	7203
5370	1353262.654	7203
5371	1353201.073	7203
5372	1353190.475	7203
5373	1353192.923	7203
5374	1353191.383	7203
5375	1353163.794	7203
5376	1353173.033	7203
5377	1353192.411	7203
5378	1353181.549	7203
5379	1353161.441	7203
5380	1353180.591	7203
5381	1353173.71	7203
5382	1353175.056	7203
5383	1353185.728	7203
5384	1353174.535	7203
5385	1353133.986	7203
5386	1353113.035	7203
5387	1353103.921	7203
5388	1353102.925	7203
5389	1353076.835	7203
5390	1353083.189	7203
5391	1353077.229	7203
5392	1353077.021	7203
5393	1353028.824	7203
5394	1353010.175	7203
5395	1353008.461	7203
5396	1352981.133	7203
5397	1353005.595	7203
5398	1353005.787	7203
5399	1352949.936	7203
5400	1352930.207	7203
5401	1352917.231	7203
5402	1352901.883	7203
5403	1352916.85	7203
5404	1352894.573	7203
5405	1352893.396	7203
5406	1352864.355	7203
5407	1352808.615	7203
5408	1352796.692	7203
5409	1352780.035	7203
5410	1352774.804	7203
5411	1352777.785	7203
5412	1352774.184	7203
5413	1352782.452	7203
5414	1352742.822	7203
5415	1352739.988	7203
5416	1352749.476	7203
5417	1352729.838	7203
5418	1352694.255	7203
5419	1352661.629	7203
5420	1352663.636	7203
5421	1352629.654	7203
5422	1352609.656	7203
5423	1352594.383	7203
5424	1352620.147	7203
5425	1352610.197	7203
5426	1352618.187	7203
5427	1352607.286	7203
5428	1352582.138	7203
5429	1352576.319	7203
5430	1352575.956	7203
5431	1352570.979	7203
5432	1352565.284	7203
5433	1352556.515	7203
5434	1352549.085	7203
5435	1352545.865	7203
5436	1352537.737	7203
5437	1352528.928	7203
5438	1352511.541	7203
5439	1352489.356	7203
5440	1352486.206	7203
5441	1352491.672	7203
5442	1352491.68	7203
5443	1352497.18	7203
5444	1352498.403	7203
5445	1352520.331	7203
5446	1352509.869	7203
5447	1352517.413	7203
5448	1352525.085	7203
5449	1352527.89	7203
5450	1352537.991	7203
5451	1352541.134	7203
5452	1352548.736	7203
5453	1352547.026	7203
5454	1352567.05	7203
5455	1352569.85	7203
5456	1352594.339	7203
5457	1352566.239	7203
5458	1352561.512	7203
5459	1352563.518	7203
5460	1352555.196	7203
5461	1352571.294	7203
5462	1352543.784	7203
5463	1352529.258	7203
5464	1352523.221	7203
5465	1352504.754	7203
5466	1352470.317	7203
5467	1352474.052	7203
5468	1352455.238	7203
5469	1352439.667	7203
5470	1352423.675	7203
5471	1352398.342	7203
5472	1352382.101	7203
5473	1352368.23	7203
5474	1352339.834	7203
5475	1352338.476	7203
5476	1352321.584	7203
5477	1352319.207	7203
5478	1352315.177	7203
5479	1352306.029	7203
5480	1352296.74	7203
5481	1352297.478	7203
5482	1352283.453	7203
5483	1352263.494	7203
5484	1352263.417	7203
5485	1352218.226	7203
5486	1352223.695	7203
5487	1352204.092	7203
5488	1352181.438	7203
5489	1352189.677	7203
5490	1352194.27	7203
5491	1352206.145	7203
5492	1352193.652	7203
5493	1352175.786	7203
5494	1352164.256	7203
5495	1352186.777	7203
5496	1352176.317	7203
5497	1352161.865	7203
5498	1352102.649	7203
5499	1352085.259	7203
5500	1352081.778	7203
5501	1352067.696	7203
5502	1352087.166	7203
5503	1352078.901	7203
5504	1352084.586	7203
5505	1352073.342	7203
5506	1352075.701	7203
5507	1352051.177	7203
5508	1352074.836	7203
5509	1352047.203	7203
5510	1352057.52	7203
5511	1352021.608	7203
5512	1352008.485	7203
5513	1351992.775	7203
5514	1351990.236	7203
5515	1351990.139	7203
5516	1351986.601	7203
5517	1351926.059	7203
5518	1351901.113	7203
5519	1351896.225	7203
5520	1351826.611	7203
5521	1351837.944	7203
5522	1351837.352	7203
5523	1351810.885	7203
5524	1351815.836	7203
5525	1351817.5	7203
5526	1351792.183	7203
5527	1351791.153	7203
5528	1351806.568	7203
5529	1351807.285	7203
5530	1351810.85	7203
5531	1351772.083	7203
5532	1351765.563	7203
5533	1351765.54	7203
5534	1351762.107	7203
5535	1351752.846	7203
5536	1351743.716	7203
5537	1351751.037	7203
5538	1351708.454	7203
5539	1351708.728	7203
5540	1351711.424	7203
5541	1351709.754	7203
5542	1351724.602	7203
5543	1351717.638	7203
5544	1351720.533	7203
5545	1351692.697	7203
5546	1351691.076	7203
5547	1351656.305	7203
5548	1351655.54	7203
5549	1351668.051	7203
5550	1351658.974	7203
5551	1351652.088	7203
5552	1351637.513	7203
5553	1351634.707	7203
5554	1351602.879	7203
5555	1351612.144	7203
5556	1351624.311	7203
5557	1351609.099	7203
5558	1351597.664	7203
5559	1351579.979	7203
5560	1351580.118	7203
5561	1351571.898	7203
5562	1351568.482	7203
5563	1351568.344	7203
5564	1351549.379	7203
5565	1351557.43	7203
5566	1351558.389	7203
5567	1351552.682	7203
5568	1351562.775	7203
5569	1351578.634	7203
5570	1351581.687	7203
5571	1351562.758	7203
5572	1351543.221	7203
5573	1351555.458	7203
5574	1351545.965	7203
5575	1351545.834	7203
5576	1351544.813	7203
5577	1351531.278	7203
5578	1351520.569	7203
5579	1351509.314	7203
5580	1351512.016	7203
5581	1351519.078	7203
5582	1351521.083	7203
5583	1351509.176	7203
5584	1351511.854	7203
5585	1351517.488	7203
5586	1351489.173	7203
5587	1351479.062	7203
5588	1351502.243	7203
5589	1351510.705	7203
5590	1351511.862	7203
5591	1351518.212	7203
5592	1351515.248	7203
5593	1351493.544	7203
5594	1351508.236	7203
5595	1351518.268	7203
5596	1351527.063	7203
5597	1351502.824	7203
5598	1351499.331	7203
5599	1351472.08	7203
5600	1351463.758	7203
5601	1351408.173	7203
5602	1351410.685	7203
5603	1351411.584	7203
5604	1351405.743	7203
5605	1351362.304	7203
5606	1351366.686	7203
5607	1351381.851	7203
5608	1351338.625	7203
5609	1351330.519	7203
5610	1351302.801	7203
5611	1351315.248	7203
5612	1351307.9	7203
5613	1351266.815	7203
5614	1351261.989	7203
5615	1351259.468	7203
5616	1351246.605	7203
5617	1351230.35	7203
5618	1351219.213	7203
5619	1351221.766	7203
5620	1351180.797	7203
5621	1351199.31	7203
5622	1351195.349	7203
5623	1351188.518	7203
5624	1351189.239	7203
5625	1351197.678	7203
5626	1351167.719	7203
5627	1351149.136	7203
5628	1351091.922	7203
5629	1351061.948	7203
5630	1351058.421	7203
5631	1351013.636	7203
5632	1351021.549	7203
5633	1351000.208	7203
5634	1351001.061	7203
5635	1351026.117	7203
5636	1351038.78	7203
5637	1351028.896	7203
5638	1351030.031	7203
5639	1351006.514	7203
5640	1351020.778	7203
5641	1351026.769	7203
5642	1350994.328	7203
5643	1350977.995	7203
5644	1350983.6	7203
5645	1350942.825	7203
5646	1350937.831	7203
5647	1350939.087	7203
5648	1350936.298	7203
5649	1350942.246	7203
5650	1350930.039	7203
5651	1350915.918	7203
5652	1350916.36	7203
5653	1350915.059	7203
5654	1350895.505	7203
5655	1350896.826	7203
5656	1350898.613	7203
5657	1350888.396	7203
5658	1350874.849	7203
5659	1350870.11	7203
5660	1350868.588	7203
5661	1350860.868	7203
5662	1350863.202	7203
5663	1350858.447	7203
5664	1350863.387	7203
5665	1350871.049	7203
5666	1350857.457	7203
5667	1350846.174	7203
5668	1350803.624	7203
5669	1350810.23	7203
5670	1350792.202	7203
5671	1350788.595	7203
5672	1350801.057	7203
5673	1350800.298	7203
5674	1350807.371	7203
5675	1350794.685	7203
5676	1350783.746	7203
5677	1350778.884	7203
5678	1350782.711	7203
5679	1350793.035	7203
5680	1350747.111	7203
5681	1350746.15	7203
5682	1350726.621	7203
5683	1350750.623	7203
5684	1350750.855	7203
5685	1350759.495	7203
5686	1350751.013	7203
5687	1350743.536	7203
5688	1350725.868	7203
5689	1350728.615	7203
5690	1350750.46	7203
5691	1350695.897	7203
5692	1350672.623	7203
5693	1350617.745	7203
5694	1350629.213	7203
5695	1350622.454	7203
5696	1350618.104	7203
5697	1350568.585	7203
5698	1350558.55	7203
5699	1350560.295	7203
5700	1350574.951	7203
5701	1350575.771	7203
5702	1350574.862	7203
5703	1350564.604	7203
5704	1350551.664	7203
5705	1350554.403	7203
5706	1350559.685	7203
5707	1350574.276	7203
5708	1350583.758	7203
5709	1350577.63	7203
5710	1350549.647	7203
5711	1350541.465	7203
5712	1350524.524	7203
5713	1350505.394	7203
5714	1350515.964	7203
5715	1350484.196	7203
5716	1350442.609	7203
5717	1350384.467	7203
5718	1350389.134	7203
5719	1350366.932	7203
5720	1350359.418	7203
5721	1350355.136	7203
5722	1350344.08	7203
5723	1350350.663	7203
5724	1350355.862	7203
5725	1350333.674	7203
5726	1350334.244	7203
5727	1350318.885	7203
5728	1350301.603	7203
5729	1350283.739	7203
5730	1350279.072	7203
5731	1350267.44	7203
5732	1350286.189	7203
5733	1350237.611	7203
5734	1350220.771	7203
5735	1350218.814	7203
5736	1350205.252	7203
5737	1350198.845	7203
5738	1350198.837	7203
5739	1350173.4	7203
5740	1350187.283	7203
5741	1350185.406	7203
5742	1350191.563	7203
5743	1350180.945	7203
5744	1350164.578	7203
5745	1350144.682	7203
5746	1350128.601	7203
5747	1350128.016	7203
5748	1350122.496	7203
5749	1350117.655	7203
5750	1350110.169	7203
5751	1350117.243	7203
5752	1350114.742	7203
5753	1350094.127	7203
5754	1350094.655	7203
5755	1350088.373	7203
5756	1350071.526	7203
5757	1350071.935	7203
5758	1350067.223	7203
5759	1350050.348	7203
5760	1350045.462	7203
5761	1350039.728	7203
5762	1350035.844	7203
5763	1350005.381	7203
5764	1350001.029	7203
5765	1349982.217	7203
5766	1349985.081	7203
5767	1349978.776	7203
5768	1349952.082	7203
5769	1349935.507	7203
5770	1349922.098	7203
5771	1349956.856	7203
5772	1349906.863	7203
5773	1349898.838	7203
5774	1349890.031	7203
5775	1349889.805	7203
5776	1349858.51	7203
5777	1349843.813	7203
5778	1349847.612	7203
5779	1349857.551	7203
5780	1349818.293	7203
5781	1349830.903	7203
5782	1349821.494	7203
5783	1349813.828	7203
5784	1349793.855	7203
5785	1349759.739	7203
5786	1349761.742	7203
5787	1349777.79	7203
5788	1349771.062	7203
5789	1349776.582	7203
5790	1349762.215	7203
5791	1349751.121	7203
5792	1349739.282	7203
5793	1349682.094	7203
5794	1349640.264	7203
5795	1349634.478	7203
5796	1349636.82	7203
5797	1349645.766	7203
5798	1349639.415	7203
5799	1349633.19	7203
5800	1349621.015	7203
5801	1349617.46	7203
5802	1349594.075	7203
5803	1349594.071	7203
5804	1349540.758	7203
5805	1349537.94	7203
5806	1349535.765	7203
5807	1349535.603	7203
5808	1349516.184	7203
5809	1349503.992	7203
5810	1349515.287	7203
5811	1349529.499	7203
5812	1349522.15	7203
5813	1349495.045	7203
5814	1349496.84	7203
5815	1349504.152	7203
5816	1349497.611	7203
5817	1349479.163	7203
5818	1349465.3	7203
5819	1349452.544	7203
5820	1349435.805	7203
5821	1349440.991	7203
5822	1349432.853	7203
5823	1349420.628	7203
5824	1349396.97	7203
5825	1349387.809	7203
5826	1349395.913	7203
5827	1349421.553	7203
5828	1349429.826	7203
5829	1349422.634	7203
5830	1349395.389	7203
5831	1349404.402	7203
5832	1349390.933	7203
5833	1349372.847	7203
5834	1349363.532	7203
5835	1349362.908	7203
5836	1349351.255	7203
5837	1349347.937	7203
5838	1349364.415	7203
5839	1349346.073	7203
5840	1349342.039	7203
5841	1349343.597	7203
5842	1349344.175	7203
5843	1349290.878	7203
5844	1349319.087	7203
5845	1349292.559	7203
5846	1349297.232	7203
5847	1349311.881	7203
5848	1349315.262	7203
5849	1349264.272	7203
5850	1349254.517	7203
5851	1349202.492	7203
5852	1349199.151	7203
5853	1349193.483	7203
5854	1349184.438	7203
5855	1349131.271	7203
5856	1349109.306	7203
5857	1349109.537	7203
5858	1349113.091	7203
5859	1349089.207	7203
5860	1349080.92	7203
5861	1349082.078	7203
5862	1349068.231	7203
5863	1349052.797	7203
5864	1349032.506	7203
5865	1349014.529	7203
5866	1349017.579	7203
5867	1349029.057	7203
5868	1349051.844	7203
5869	1349042.507	7203
5870	1349034.637	7203
5871	1349034.01	7203
5872	1349017.779	7203
5873	1349027.263	7203
5874	1349018.051	7203
5875	1349002.484	7203
5876	1348993.854	7203
5877	1348978.793	7203
5878	1348964.951	7203
5879	1348956.382	7203
5880	1348963.107	7203
5881	1348957.741	7203
5882	1348949.142	7203
5883	1348957.561	7203
5884	1348952.648	7203
5885	1348919.154	7203
5886	1348917.822	7203
5887	1348918.306	7203
5888	1348897.079	7203
5889	1348906.048	7203
5890	1348886.52	7203
5891	1348882.141	7203
5892	1348862.143	7203
5893	1348799.502	7203
5894	1348806.812	7203
5895	1348809.887	7203
5896	1348814.493	7203
5897	1348787.732	7203
5898	1348783.818	7203
5899	1348777.811	7203
5900	1348760.458	7203
5901	1348754.017	7203
5902	1348741.949	7203
5903	1348728.378	7203
5904	1348710.821	7203
5905	1348716.835	7203
5906	1348715.22	7203
5907	1348706.366	7203
5908	1348705.368	7203
5909	1348666.207	7203
5910	1348650.025	7203
5911	1348639.738	7203
5912	1348627.524	7203
5913	1348626.606	7203
5914	1348641.406	7203
5915	1348637.127	7203
5916	1348638.545	7203
5917	1348650.704	7203
5918	1348658.097	7203
5919	1348656.71	7203
5920	1348680.115	7203
5921	1348671.729	7203
5922	1348694.665	7203
5923	1348688.16	7203
5924	1348667.474	7203
5925	1348660.753	7203
5926	1348665.856	7203
5927	1348668.479	7203
5928	1348666.542	7203
5929	1348665.035	7203
5930	1348647.859	7203
5931	1348642.035	7203
5932	1348635.564	7203
5933	1348625.858	7203
5934	1348629.326	7203
5935	1348628.386	7203
5936	1348635.416	7203
5937	1348610.162	7203
5938	1348591.765	7203
5939	1348591.022	7203
5940	1348593.881	7203
5941	1348590.527	7203
5942	1348585.206	7203
5943	1348587.129	7203
5944	1348574.467	7203
5945	1348570.303	7203
5946	1348556.059	7203
5947	1348559.49	7203
5948	1348559.232	7203
5949	1348563.27	7203
5950	1348560.679	7203
5951	1348545.986	7203
5952	1348531.187	7203
5953	1348536.206	7203
5954	1348533.16	7203
5955	1348521.105	7203
5956	1348517.533	7203
5957	1348505.069	7203
5958	1348508.493	7203
5959	1348503.747	7203
5960	1348518.584	7203
5961	1348514.206	7203
5962	1348517.493	7203
5963	1348516.774	7203
5964	1348539.744	7203
5965	1348534.57	7203
5966	1348531.633	7203
5967	1348548.436	7203
5968	1348539.534	7203
5969	1348531.047	7203
5970	1348538.715	7203
5971	1348539.903	7203
5972	1348529.09	7203
5973	1348530.894	7203
5974	1348507.993	7203
5975	1348512.996	7203
5976	1348501.769	7203
5977	1348490.111	7203
5978	1348489.898	7203
5979	1348488.882	7203
5980	1348484.402	7203
5981	1348483.803	7203
5982	1348508.999	7203
5983	1348496.989	7203
5984	1348485.713	7203
5985	1348489.671	7203
5986	1348468.699	7203
5987	1348401.456	7203
5988	1348417.806	7203
5989	1348383.057	7203
5990	1348335.225	7203
5991	1348344.231	7203
5992	1348321.171	7203
5993	1348302.849	7203
5994	1348309.985	7203
5995	1348300.555	7203
5996	1348323.136	7203
5997	1348348.376	7203
5998	1348339.509	7203
5999	1348260.519	7203
6000	1348235.467	7203
6001	1348226.609	7203
6002	1348212.612	7203
6003	1348219.619	7203
6004	1348185.758	7203
6005	1348209.058	7203
6006	1348214.742	7203
6007	1348185.802	7203
6008	1348171.342	7203
6009	1348169.456	7203
6010	1348161.542	7203
6011	1348172.168	7203
6012	1348170.795	7203
6013	1348167.874	7203
6014	1348166.054	7203
6015	1348180.242	7203
6016	1348172.024	7203
6017	1348176.918	7203
6018	1348139.692	7203
6019	1348129.766	7203
6020	1348105.816	7203
6021	1348057.181	7203
6022	1348025.04	7203
6023	1348009.975	7203
6024	1348010.625	7203
6025	1348015.537	7203
6026	1348012.544	7203
6027	1348024.016	7203
6028	1348023.345	7203
6029	1348028.821	7203
6030	1348029.573	7203
6031	1347999.498	7203
6032	1347989.569	7203
6033	1347988.552	7203
6034	1347989.077	7203
6035	1347988.76	7203
6036	1348003.892	7203
6037	1347990.892	7203
6038	1347976.872	7203
6039	1347957.788	7203
6040	1347936.401	7203
6041	1347926.535	7203
6042	1347904.143	7203
6043	1347898.751	7203
6044	1347894.461	7203
6045	1347896.875	7203
6046	1347899.816	7203
6047	1347867.133	7203
6048	1347861.918	7203
6049	1347851.92	7203
6050	1347843.181	7203
6051	1347864.517	7203
6052	1347851.756	7203
6053	1347877.835	7203
6054	1347863.775	7203
6055	1347878.34	7203
6056	1347845.534	7203
6057	1347824.497	7203
6058	1347807.281	7203
6059	1347750.575	7203
6060	1347749.533	7203
6061	1347741.415	7203
6062	1347732.852	7203
6063	1347721.555	7203
6064	1347731.201	7203
6065	1347744.742	7203
6066	1347737.579	7203
6067	1347690.137	7203
6068	1347686.332	7203
6069	1347660.869	7203
6070	1347666.222	7203
6071	1347672.58	7203
6072	1347655.457	7203
6073	1347656.961	7203
6074	1347664.557	7203
6075	1347662.422	7203
6076	1347631.973	7203
6077	1347625.153	7203
6078	1347587.403	7203
6079	1347574.939	7203
6080	1347565.867	7203
6081	1347567.658	7203
6082	1347529.02	7203
6083	1347516.589	7203
6084	1347484.256	7203
6085	1347445.696	7203
6086	1347464.316	7203
6087	1347460.382	7203
6088	1347464.327	7203
6089	1347462.813	7203
6090	1347456.975	7203
6091	1347450.869	7203
6092	1347447.236	7203
6093	1347396.675	7203
6094	1347386.254	7203
6095	1347374.368	7203
6096	1347374.585	7203
6097	1347389.49	7203
6098	1347373.203	7203
6099	1347383.847	7203
6100	1347384.741	7203
6101	1347378.197	7203
6102	1347388.042	7203
6103	1347379.569	7203
6104	1347346.72	7203
6105	1347344.615	7203
6106	1347358.547	7203
6107	1347359.037	7203
6108	1347344.6	7203
6109	1347334.118	7203
6110	1347312.872	7203
6111	1347278.667	7203
6112	1347261.134	7203
6113	1347264.774	7203
6114	1347235.268	7203
6115	1347228.277	7203
6116	1347255.463	7203
6117	1347253.778	7203
6118	1347229.072	7203
6119	1347226.95	7203
6120	1347227.002	7203
6121	1347218.64	7203
6122	1347207.725	7203
6123	1347205.043	7203
6124	1347225.714	7203
6125	1347251.704	7203
6126	1347239.253	7203
6127	1347224.556	7203
6128	1347193.313	7203
6129	1347184.464	7203
6130	1347189.182	7203
6131	1347190.292	7203
6132	1347167.387	7203
6133	1347173.157	7203
6134	1347179.372	7203
6135	1347162.463	7203
6136	1347151.205	7203
6137	1347159.642	7203
6138	1347145.034	7203
6139	1347140.493	7203
6140	1347145.152	7203
6141	1347144.145	7203
6142	1347131.353	7203
6143	1347128.766	7203
6144	1347128.351	7203
6145	1347104.383	7203
6146	1347100.727	7203
6147	1347096.878	7203
6148	1347094.106	7203
6149	1347073.776	7203
6150	1347077.226	7203
6151	1347070.219	7203
6152	1347070.263	7203
6153	1347057.38	7203
6154	1347025.444	7203
6155	1347038.45	7203
6156	1347038.892	7203
6157	1347051.8	7203
6158	1347029.86	7203
6159	1347028.405	7203
6160	1347025.549	7203
6161	1347014.852	7203
6162	1347016.946	7203
6163	1347021.908	7203
6164	1347022.381	7203
6165	1347012.824	7203
6166	1347010.138	7203
6167	1347024.643	7203
6168	1347020.536	7203
6169	1347036.602	7203
6170	1347056.831	7203
6171	1347057.126	7203
6172	1347069.636	7203
6173	1347064.542	7203
6174	1347064.539	7203
6175	1347049.426	7203
6176	1347019.501	7203
6177	1347018.771	7203
6178	1346994.106	7203
6179	1347033.649	7203
6180	1347042.827	7203
6181	1347013.768	7203
6182	1346975.326	7203
6183	1346976.536	7203
6184	1346977.976	7203
6185	1346952.177	7203
6186	1346954.851	7203
6187	1346970.88	7203
6188	1346972.579	7203
6189	1346973.44	7203
6190	1346968.361	7203
6191	1346971.628	7203
6192	1346946.988	7203
6193	1346937.735	7203
6194	1346894.827	7203
6195	1346894.505	7203
6196	1346919.235	7203
6197	1346914.091	7203
6198	1346876.561	7203
6199	1346897.375	7203
6200	1346880.887	7203
6201	1346875.115	7203
6202	1346868.98	7203
6203	1346830.298	7203
6204	1346836.067	7203
6205	1346818.97	7203
6206	1346832.34	7203
6207	1346831.122	7203
6208	1346816.243	7203
6209	1346824.446	7203
6210	1346809.186	7203
6211	1346800.67	7203
6212	1346816.944	7203
6213	1346810.473	7203
6214	1346800.392	7203
6215	1346802.275	7203
6216	1346783.059	7203
6217	1346783.442	7203
6218	1346778.617	7203
6219	1346771.575	7203
6220	1346753.596	7203
6221	1346744.93	7203
6222	1346727.256	7203
6223	1346730.987	7203
6224	1346700.225	7203
6225	1346682.605	7203
6226	1346668.22	7203
6227	1346669.507	7203
6228	1346686.063	7203
6229	1346686.781	7203
6230	1346648.413	7203
6231	1346623.57	7203
6232	1346618.063	7203
6233	1346630.686	7203
6234	1346631.901	7203
6235	1346626.066	7203
6236	1346632.628	7203
6237	1346643.996	7203
6238	1346646.572	7203
6239	1346666.052	7203
6240	1346649.301	7203
6241	1346628.825	7203
6242	1346628.146	7203
6243	1346622.328	7203
6244	1346599.013	7203
6245	1346623.308	7203
6246	1346572.46	7203
6247	1346586.843	7203
6248	1346583.35	7203
6249	1346584.111	7203
6250	1346592.759	7203
6251	1346555.054	7203
6252	1346540.296	7203
6253	1346540.385	7203
6254	1346527.791	7203
6255	1346517.666	7203
6256	1346479.056	7203
6257	1346476.572	7203
6258	1346463.472	7203
6259	1346453.386	7203
6260	1346449.952	7203
6261	1346421.71	7203
6262	1346439.229	7203
6263	1346431.338	7203
6264	1346400.405	7203
6265	1346385.014	7203
6266	1346379.683	7203
6267	1346383.359	7203
6268	1346326.773	7203
6269	1346315.334	7203
6270	1346311.588	7203
6271	1346325.419	7203
6272	1346331.005	7203
6273	1346329.981	7203
6274	1346324.638	7203
6275	1346312.926	7203
6276	1346311.627	7203
6277	1346292.454	7203
6278	1346276.849	7203
6279	1346268.892	7203
6280	1346257.369	7203
6281	1346240.279	7203
6282	1346241.267	7203
6283	1346232.737	7203
6284	1346245.229	7203
6285	1346244.527	7203
6286	1346257.606	7203
6287	1346264.023	7203
6288	1346272.629	7203
6289	1346293.813	7203
6290	1346289.806	7203
6291	1346235.481	7203
6292	1346197.208	7203
6293	1346141.979	7203
6294	1346106.541	7203
6295	1346117.267	7203
6296	1346135.573	7203
6297	1346080.589	7203
6298	1346099.204	7203
6299	1346091.211	7203
6300	1346113.875	7203
6301	1346113.199	7203
6302	1346106.645	7203
6303	1346129.568	7203
6304	1346113.739	7203
6305	1346117.036	7203
6306	1346086.365	7203
6307	1346100.795	7203
6308	1346105.625	7203
6309	1346091.663	7203
6310	1346100.812	7203
6311	1346097.363	7203
6312	1346126.096	7203
6313	1346119.279	7203
6314	1346105.807	7203
6315	1346083.622	7203
6316	1346099.336	7203
6317	1346083.908	7203
6318	1346070.042	7203
6319	1346047.758	7203
6320	1346050.622	7203
6321	1346042.986	7203
6322	1346038.353	7203
6323	1346035.714	7203
6324	1346007.165	7203
6325	1346008.404	7203
6326	1346005.286	7203
6327	1346002.272	7203
6328	1346007.454	7203
6329	1345995.868	7203
6330	1345988.817	7203
6331	1345975.029	7203
6332	1345974.6	7203
6333	1345976.228	7203
6334	1345979.866	7203
6335	1345966.206	7203
6336	1345953.334	7203
6337	1345983.246	7203
6338	1346015.77	7203
6339	1346011.666	7203
6340	1346011.013	7203
6341	1346044.811	7203
6342	1346046.769	7203
6343	1346047.363	7203
6344	1345978.579	7203
6345	1345958.854	7203
6346	1345945.817	7203
6347	1345926.933	7203
6348	1345935.76	7203
6349	1345956.99	7203
6350	1345975.596	7203
6351	1345972.065	7203
6352	1345941.393	7203
6353	1345931.506	7203
6354	1345927.333	7203
6355	1345909.582	7203
6356	1345899.138	7203
6357	1345899.155	7203
6358	1345911.586	7203
6359	1345914.261	7203
6360	1345915.917	7203
6361	1345927.983	7203
6362	1345916.787	7203
6363	1345894.511	7203
6364	1345909.47	7203
6365	1345902.21	7203
6366	1345929.63	7203
6367	1345917.711	7203
6368	1345905.62	7203
6369	1345876.617	7203
6370	1345875.994	7203
6371	1345847.256	7203
6372	1345844.785	7203
6373	1345843.758	7203
6374	1345846.396	7203
6375	1345839.731	7203
6376	1345829.616	7203
6377	1345815.026	7203
6378	1345802.407	7203
6379	1345802.699	7203
6380	1345825.06	7203
6381	1345828.274	7203
6382	1345813.485	7203
6383	1345814.426	7203
6384	1345818.56	7203
6385	1345815.41	7203
6386	1345821.627	7203
6387	1345806.055	7203
6388	1345770.212	7203
6389	1345747.714	7203
6390	1345717.745	7203
6391	1345721.575	7203
6392	1345709.492	7203
6393	1345672.02	7203
6394	1345644.574	7203
6395	1345634.657	7203
6396	1345626.858	7203
6397	1345639.32	7203
6398	1345619.049	7203
6399	1345621.105	7203
6400	1345580.573	7203
6401	1345563.544	7203
6402	1345557.942	7203
6403	1345554.647	7203
