iter	RMSE_SumError	RMSE_SumWeight
322	1557450.53	7203
323	1556977.842	7203
324	1556213.565	7203
325	1555627.683	7203
326	1555043.53	7203
327	1554553.933	7203
328	1554033.695	7203
329	1553579.122	7203
330	1553095.084	7203
331	1552515.98	7203
332	1552080.894	7203
333	1551120.404	7203
334	1550723.076	7203
335	1550009.525	7203
336	1549264.974	7203
337	1548739.526	7203
338	1548188.497	7203
339	1547821.667	7203
340	1547524.47	7203
341	1547054.753	7203
342	1546203.625	7203
343	1545566.923	7203
344	1544835.527	7203
345	1544324.23	7203
346	1543626.726	7203
347	1543169.344	7203
348	1542710.832	7203
349	1542289.352	7203
350	1541755.066	7203
351	1541234.288	7203
352	1540818.89	7203
353	1540385.228	7203
354	1539990.952	7203
355	1539422.843	7203
356	1538830.398	7203
357	1538338.87	7203
358	1537898.52	7203
359	1537505.154	7203
360	1537177.704	7203
361	1536666.014	7203
362	1536264.855	7203
363	1535886.65	7203
364	1535432.13	7203
365	1534988.739	7203
366	1534517.984	7203
367	1534265.114	7203
368	1533888.461	7203
369	1533798.63	7203
370	1532957.655	7203
371	1532501.369	7203
372	1532154.847	7203
373	1531814.007	7203
374	1531490.957	7203
375	1530783.981	7203
376	1530345.85	7203
377	1529866.248	7203
378	1529713.171	7203
379	1529356.658	7203
380	1528836.792	7203
381	1528173.38	7203
382	1527596.435	7203
383	1527012.833	7203
384	1526568.16	7203
385	1526137.229	7203
386	1525790.223	7203
387	1525463.849	7203
388	1524999.99	7203
389	1524553.152	7203
390	1524336.054	7203
391	1523973.335	7203
392	1523486.512	7203
393	1523127.738	7203
394	1522848.426	7203
395	1522356.827	7203
396	1522101.743	7203
397	1521735.251	7203
398	1521557.706	7203
399	1521308.068	7203
400	1521065.914	7203
401	1520642.996	7203
402	1520251.508	7203
403	1519811.875	7203
404	1519472.347	7203
405	1519223.36	7203
406	1519052.485	7203
407	1518714.281	7203
408	1518280.457	7203
409	1517742.085	7203
410	1517365.888	7203
411	1516703.02	7203
412	1516282.07	7203
413	1515762.721	7203
414	1515417.298	7203
415	1515064.491	7203
416	1514825.244	7203
417	1514423.994	7203
418	1514130.815	7203
419	1513770.562	7203
420	1513445.698	7203
421	1513205.913	7203
422	1512800.602	7203
423	1512547.129	7203
424	1512461.183	7203
425	1512290.633	7203
426	1512079.615	7203
427	1511812.669	7203
428	1511421.275	7203
429	1511016.229	7203
430	1510671.377	7203
431	1510573.865	7203
432	1510402.26	7203
433	1510005.158	7203
434	1509582.584	7203
435	1509266.869	7203
436	1509022.275	7203
437	1508797.915	7203
438	1508708.869	7203
439	1508422.097	7203
440	1507928.984	7203
441	1507451.465	7203
442	1507258.232	7203
443	1507089.87	7203
444	1506884.304	7203
445	1506648.822	7203
446	1506266.53	7203
447	1506090.747	7203
448	1505694.152	7203
449	1505522.089	7203
450	1505195.463	7203
451	1505029.533	7203
452	1504911.718	7203
453	1504564.179	7203
454	1504343.776	7203
455	1503899.622	7203
456	1503705.231	7203
457	1503515.436	7203
458	1503262.721	7203
459	1502998.1	7203
460	1502873.767	7203
461	1502820.755	7203
462	1502612.593	7203
463	1502401.343	7203
464	1502209.55	7203
465	1502109.027	7203
466	1501795.849	7203
467	1501646.515	7203
468	1501521.471	7203
469	1501213.049	7203
470	1501086.542	7203
471	1500816.721	7203
472	1500550.537	7203
473	1500394.321	7203
474	1500197.566	7203
475	1499927.258	7203
476	1499475.585	7203
477	1499191.015	7203
478	1498874.005	7203
479	1498528.148	7203
480	1498147.146	7203
481	1497829.697	7203
482	1497664.446	7203
483	1497342.507	7203
484	1497077.956	7203
485	1496765.905	7203
486	1496578.72	7203
487	1496420.018	7203
488	1496336.776	7203
489	1495874.582	7203
490	1495799.04	7203
491	1495555.273	7203
492	1495259.575	7203
493	1495037.993	7203
494	1494950.53	7203
495	1494837.191	7203
496	1494616.151	7203
497	1494413.679	7203
498	1494256.474	7203
499	1494011.643	7203
500	1493772.249	7203
501	1493541.639	7203
502	1493217.509	7203
503	1492874.073	7203
504	1492671.972	7203
505	1492599.34	7203
506	1492469.262	7203
507	1492319.793	7203
508	1491992.166	7203
509	1491849.467	7203
510	1491658.88	7203
511	1491531.481	7203
512	1491359.731	7203
513	1491079.157	7203
514	1490972.538	7203
515	1490781.9	7203
516	1490472.492	7203
517	1490209.33	7203
518	1489965.253	7203
519	1489772.742	7203
520	1489537.006	7203
521	1489244.15	7203
522	1489170.187	7203
523	1489014.652	7203
524	1488741.445	7203
525	1488447.638	7203
526	1488222.97	7203
527	1488108.583	7203
528	1487950.797	7203
529	1487763.514	7203
530	1487645.198	7203
531	1487565.858	7203
532	1487294.779	7203
533	1487120.581	7203
534	1487001.953	7203
535	1486890.396	7203
536	1486821.313	7203
537	1486625.264	7203
538	1486491.2	7203
539	1486265.002	7203
540	1485973.778	7203
541	1485803.179	7203
542	1485688.732	7203
543	1485535.925	7203
544	1485330.482	7203
545	1485179.749	7203
546	1485056.123	7203
547	1484893.744	7203
548	1484695.795	7203
549	1484452.851	7203
550	1484415.01	7203
551	1484265.07	7203
552	1484209.184	7203
553	1484009.694	7203
554	1483876.85	7203
555	1483662.404	7203
556	1483422.978	7203
557	1483363.187	7203
558	1483248.145	7203
559	1483079.292	7203
560	1482981.637	7203
561	1482794.084	7203
562	1482602.228	7203
563	1482509.669	7203
564	1482350.323	7203
565	1482103.065	7203
566	1481967.164	7203
567	1481915.52	7203
568	1481773.819	7203
569	1481675.539	7203
570	1481542.267	7203
571	1481442.678	7203
572	1481341.874	7203
573	1481208.104	7203
574	1481144.974	7203
575	1481031.218	7203
576	1481037.614	7203
577	1480795.909	7203
578	1480605.183	7203
579	1480434.76	7203
580	1480312.849	7203
581	1480217.038	7203
582	1480002.934	7203
583	1479917.106	7203
584	1479879.713	7203
585	1479745.333	7203
586	1479559.076	7203
587	1479497.876	7203
588	1479362.342	7203
589	1479184.261	7203
590	1479023.535	7203
591	1478923.719	7203
592	1478725.266	7203
593	1478517.472	7203
594	1478365.223	7203
595	1478285.029	7203
596	1478167.946	7203
597	1478076.845	7203
598	1477926.753	7203
599	1477826.726	7203
600	1477685.3	7203
601	1477606.977	7203
602	1477551.879	7203
603	1477461.144	7203
604	1477368.64	7203
605	1477191.722	7203
606	1477095.169	7203
607	1477062.736	7203
608	1476941.155	7203
609	1476861.336	7203
610	1476724.045	7203
611	1476619.318	7203
612	1476456.722	7203
613	1476306.32	7203
614	1476108.124	7203
615	1475894.351	7203
616	1475814.962	7203
617	1475790.848	7203
618	1475663.478	7203
619	1475464.435	7203
620	1475326.594	7203
621	1475251.153	7203
622	1475143.68	7203
623	1474881.554	7203
624	1474810.88	7203
625	1474531.418	7203
626	1474504.842	7203
627	1474336.934	7203
628	1474238.734	7203
629	1474093.317	7203
630	1473972.231	7203
631	1473895.775	7203
632	1473698.521	7203
633	1473606.285	7203
634	1473376.147	7203
635	1473169.803	7203
636	1473097.345	7203
637	1473054.974	7203
638	1472864.011	7203
639	1472746.998	7203
640	1472590.638	7203
641	1472469.225	7203
642	1472450.36	7203
643	1472365.667	7203
644	1472309.67	7203
645	1472286.192	7203
646	1472182.04	7203
647	1471964.786	7203
648	1471886.666	7203
649	1471787.596	7203
650	1471697.457	7203
651	1471590.266	7203
652	1471499.972	7203
653	1471419.868	7203
654	1471368.333	7203
655	1471167.476	7203
656	1471073.579	7203
657	1470938.225	7203
658	1470833.581	7203
659	1470717.979	7203
660	1470595.017	7203
661	1470523.188	7203
662	1470479.435	7203
663	1470387.151	7203
664	1470323.882	7203
665	1470191.409	7203
666	1470158.04	7203
667	1470107.722	7203
668	1470101.613	7203
669	1469923.171	7203
670	1469847.39	7203
671	1469726.604	7203
672	1469617.311	7203
673	1469596.014	7203
674	1469392.113	7203
675	1469313.594	7203
676	1469173.359	7203
677	1469108.624	7203
678	1468962.31	7203
679	1468876.917	7203
680	1468688.196	7203
681	1468504.805	7203
682	1468427.849	7203
683	1468393.443	7203
684	1468252.705	7203
685	1468057.084	7203
686	1467939.99	7203
687	1467849.78	7203
688	1467730.019	7203
689	1467712.073	7203
690	1467565.218	7203
691	1467393.742	7203
692	1467279.369	7203
693	1467109.873	7203
694	1466915.17	7203
695	1466846.296	7203
696	1466670.79	7203
697	1466589.581	7203
698	1466534.112	7203
699	1466445.467	7203
700	1466404.53	7203
701	1466316.597	7203
702	1466130.871	7203
703	1466042.419	7203
704	1465988.065	7203
705	1465871.683	7203
706	1465830.537	7203
707	1465802.544	7203
708	1465725.595	7203
709	1465652.673	7203
710	1465603.365	7203
711	1465462.159	7203
712	1465408.081	7203
713	1465282.119	7203
714	1465216.843	7203
715	1465145.914	7203
716	1465007.418	7203
717	1464833.913	7203
718	1464700.825	7203
719	1464628.66	7203
720	1464519.105	7203
721	1464380.023	7203
722	1464259.863	7203
723	1464234.241	7203
724	1464205.792	7203
725	1464106.072	7203
726	1463892.229	7203
727	1463782.394	7203
728	1463702.41	7203
729	1463539.955	7203
730	1463489.413	7203
731	1463395.828	7203
732	1463271.085	7203
733	1463128.818	7203
734	1462992.725	7203
735	1462871.125	7203
736	1462673.083	7203
737	1462598.003	7203
738	1462576.893	7203
739	1462541.515	7203
740	1462554.484	7203
741	1462415.994	7203
742	1462370.142	7203
743	1462267.932	7203
744	1462248.972	7203
745	1462134.086	7203
746	1461985.82	7203
747	1461846.28	7203
748	1461719.745	7203
749	1461662.556	7203
750	1461535.91	7203
751	1461466.629	7203
752	1461382.622	7203
753	1461316.65	7203
754	1461273.848	7203
755	1461214.622	7203
756	1461135.816	7203
757	1461066.827	7203
758	1460931.851	7203
759	1460858.192	7203
760	1460776.677	7203
761	1460628.399	7203
762	1460489.017	7203
763	1460370.445	7203
764	1460370.48	7203
765	1460331.03	7203
766	1460235.892	7203
767	1460076.997	7203
768	1459998.976	7203
769	1459810.418	7203
770	1459723.775	7203
771	1459686.91	7203
772	1459572.398	7203
773	1459459.432	7203
774	1459416.117	7203
775	1459284.152	7203
776	1459245.73	7203
777	1459056.687	7203
778	1458979.488	7203
779	1458908.834	7203
780	1458864.283	7203
781	1458715.268	7203
782	1458624.147	7203
783	1458547.938	7203
784	1458437.687	7203
785	1458296.172	7203
786	1458232.157	7203
787	1458194.138	7203
788	1458054.758	7203
789	1457977.782	7203
790	1457886.234	7203
791	1457826.572	7203
792	1457770.221	7203
793	1457673.272	7203
794	1457626.851	7203
795	1457482.328	7203
796	1457472.846	7203
797	1457412.011	7203
798	1457294.788	7203
799	1457238.82	7203
800	1457169.206	7203
801	1457089.456	7203
802	1456984.862	7203
803	1456920.364	7203
804	1456857.528	7203
805	1456717.666	7203
806	1456595.354	7203
807	1456518.09	7203
808	1456490.707	7203
809	1456381.695	7203
810	1456306.44	7203
811	1456244.636	7203
812	1456186.012	7203
813	1456118.101	7203
814	1456059.299	7203
815	1456059.338	7203
816	1455960.033	7203
817	1455869.871	7203
818	1455820.483	7203
819	1455764.301	7203
820	1455719.372	7203
821	1455625.371	7203
822	1455450.335	7203
823	1455410.172	7203
824	1455297.891	7203
825	1455168.775	7203
826	1455093.075	7203
827	1454977.131	7203
828	1454871.606	7203
829	1454802.131	7203
830	1454718.131	7203
831	1454667.809	7203
832	1454522.029	7203
833	1454478.555	7203
834	1454348.732	7203
835	1454346.777	7203
836	1454274.235	7203
837	1454218.906	7203
838	1454185.384	7203
839	1454017.313	7203
840	1453960.608	7203
841	1453931.483	7203
842	1453820.667	7203
843	1453800.696	7203
844	1453793.268	7203
845	1453743.961	7203
846	1453733.312	7203
847	1453669.404	7203
848	1453565.567	7203
849	1453462.419	7203
850	1453408.77	7203
851	1453296.139	7203
852	1453209.978	7203
853	1453159.179	7203
854	1453067.499	7203
855	1452978.552	7203
856	1452942.608	7203
857	1452914.014	7203
858	1452787.85	7203
859	1452671.499	7203
860	1452562.62	7203
861	1452470.845	7203
862	1452363.985	7203
863	1452354.916	7203
864	1452308.226	7203
865	1452234.129	7203
866	1452124.956	7203
867	1452060.69	7203
868	1452025.071	7203
869	1451930.754	7203
870	1451897.811	7203
871	1451812.028	7203
872	1451716.705	7203
873	1451683.438	7203
874	1451620.007	7203
875	1451573.591	7203
876	1451449.149	7203
877	1451266.813	7203
878	1451175.223	7203
879	1451138.945	7203
880	1450950.817	7203
881	1450881.204	7203
882	1450819.259	7203
883	1450761.164	7203
884	1450649.53	7203
885	1450594.172	7203
886	1450461.082	7203
887	1450375.495	7203
888	1450289.366	7203
889	1450242.41	7203
890	1450149.211	7203
891	1450045.059	7203
892	1450026.906	7203
893	1450014.205	7203
894	1449913.608	7203
895	1449844.77	7203
896	1449781.57	7203
897	1449689.86	7203
898	1449534.256	7203
899	1449350.635	7203
900	1449342.937	7203
901	1449261.281	7203
902	1449194.569	7203
903	1449094.918	7203
904	1449090.531	7203
905	1449007.426	7203
906	1448999.496	7203
907	1448846.305	7203
908	1448781.295	7203
909	1448719.652	7203
910	1448667.597	7203
911	1448600.172	7203
912	1448513.438	7203
913	1448442.19	7203
914	1448429.395	7203
915	1448388.912	7203
916	1448351.934	7203
917	1448324.053	7203
918	1448295.593	7203
919	1448198.415	7203
920	1448171.069	7203
921	1448059.698	7203
922	1447987.951	7203
923	1447873.569	7203
924	1447793.062	7203
925	1447669.396	7203
926	1447602.749	7203
927	1447543.786	7203
928	1447529.48	7203
929	1447482.277	7203
930	1447440.731	7203
931	1447261.417	7203
932	1447194.162	7203
933	1447105.394	7203
934	1447069.553	7203
935	1447038.93	7203
936	1446960.872	7203
937	1446797.691	7203
938	1446733.562	7203
939	1446644.637	7203
940	1446541.136	7203
941	1446503.593	7203
942	1446380.305	7203
943	1446259.644	7203
944	1446215.922	7203
945	1446197.252	7203
946	1446140.911	7203
947	1446057.864	7203
948	1445999.096	7203
949	1445923.271	7203
950	1445872.573	7203
951	1445817.421	7203
952	1445769.407	7203
953	1445631.206	7203
954	1445574.74	7203
955	1445539.143	7203
956	1445539.188	7203
957	1445523.527	7203
958	1445382.117	7203
959	1445339.015	7203
960	1445297.6	7203
961	1445250.619	7203
962	1445077.951	7203
963	1445012.605	7203
964	1444879.877	7203
965	1444790.251	7203
966	1444752.057	7203
967	1444678.63	7203
968	1444638.137	7203
969	1444497.036	7203
970	1444401.931	7203
971	1444197.511	7203
972	1444165.705	7203
973	1444108.092	7203
974	1444108.9	7203
975	1444007.521	7203
976	1443922.621	7203
977	1443838.738	7203
978	1443846.297	7203
979	1443740.242	7203
980	1443625.285	7203
981	1443566.826	7203
982	1443457.011	7203
983	1443417.817	7203
984	1443299.524	7203
985	1443208.811	7203
986	1443158.363	7203
987	1443097.231	7203
988	1443049.279	7203
989	1443025.488	7203
990	1442996.207	7203
991	1442973.994	7203
992	1442826.993	7203
993	1442799.495	7203
994	1442789.297	7203
995	1442679.623	7203
996	1442563.839	7203
997	1442403.385	7203
998	1442276.113	7203
999	1442233.879	7203
1000	1442115.581	7203
1001	1442058.522	7203
1002	1442059.175	7203
1003	1441955.52	7203
1004	1441896.191	7203
1005	1441839.131	7203
1006	1441791.602	7203
1007	1441735.372	7203
1008	1441628.593	7203
1009	1441576.957	7203
1010	1441559.082	7203
1011	1441475.806	7203
1012	1441355.514	7203
1013	1441305.949	7203
1014	1441236.821	7203
1015	1441150.486	7203
1016	1441017.25	7203
1017	1440965.658	7203
1018	1440932.436	7203
1019	1440907.723	7203
1020	1440854.686	7203
1021	1440845.334	7203
1022	1440670.045	7203
1023	1440650.928	7203
1024	1440545.107	7203
1025	1440489.256	7203
1026	1440466.989	7203
1027	1440384.238	7203
1028	1440314.863	7203
1029	1440288.179	7203
1030	1440235.329	7203
1031	1440236.595	7203
1032	1440192.266	7203
1033	1440113.349	7203
1034	1440066.017	7203
1035	1439946.514	7203
1036	1439916.485	7203
1037	1439913.783	7203
1038	1439914.611	7203
1039	1439891.264	7203
1040	1439868.154	7203
1041	1439827.767	7203
1042	1439727.466	7203
1043	1439667.586	7203
1044	1439537.337	7203
1045	1439452.452	7203
1046	1439399.166	7203
1047	1439358.544	7203
1048	1439265.139	7203
1049	1439232.225	7203
1050	1439224.001	7203
1051	1439175.839	7203
1052	1439113.947	7203
1053	1439042.66	7203
1054	1438941.506	7203
1055	1438876.734	7203
1056	1438696.356	7203
1057	1438631.024	7203
1058	1438560.138	7203
1059	1438468.049	7203
1060	1438364.249	7203
1061	1438311.914	7203
1062	1438314.983	7203
1063	1438263.613	7203
1064	1438173.128	7203
1065	1438029.938	7203
1066	1437942.482	7203
1067	1437900.326	7203
1068	1437893.37	7203
1069	1437888.469	7203
1070	1437850.824	7203
1071	1437805.924	7203
1072	1437752.782	7203
1073	1437626.847	7203
1074	1437609.629	7203
1075	1437514.302	7203
1076	1437409.41	7203
1077	1437281.324	7203
1078	1437213.134	7203
1079	1436994.77	7203
1080	1436999.34	7203
1081	1437009.146	7203
1082	1436862.545	7203
1083	1436850.686	7203
1084	1436802.103	7203
1085	1436724.099	7203
1086	1436739.638	7203
1087	1436685.464	7203
1088	1436576.578	7203
1089	1436438.166	7203
1090	1436242.824	7203
1091	1436041.912	7203
1092	1435998.595	7203
1093	1435957.139	7203
1094	1435935.721	7203
1095	1435892.068	7203
1096	1435869.113	7203
1097	1435802.368	7203
1098	1435760.985	7203
1099	1435730.184	7203
1100	1435686.763	7203
1101	1435586.191	7203
1102	1435474.136	7203
1103	1435408.281	7203
1104	1435326.959	7203
1105	1435200.428	7203
1106	1435146.042	7203
1107	1435105.229	7203
1108	1434981.69	7203
1109	1434874.264	7203
1110	1434860.645	7203
1111	1434769.072	7203
1112	1434766.115	7203
1113	1434764.309	7203
1114	1434671.331	7203
1115	1434635.186	7203
1116	1434534.461	7203
1117	1434496.617	7203
1118	1434414.844	7203
1119	1434413.841	7203
1120	1434413.901	7203
1121	1434369.383	7203
1122	1434302.832	7203
1123	1434262.136	7203
1124	1434235.585	7203
1125	1434175.644	7203
1126	1434121.527	7203
1127	1434041.4	7203
1128	1433914.703	7203
1129	1433870.938	7203
1130	1433863.766	7203
1131	1433775.939	7203
1132	1433664.734	7203
1133	1433650.53	7203
1134	1433596.598	7203
1135	1433584.203	7203
1136	1433423.031	7203
1137	1433428.667	7203
1138	1433345.317	7203
1139	1433295.167	7203
1140	1433290.684	7203
1141	1433274.598	7203
1142	1433257.472	7203
1143	1433185.699	7203
1144	1433186.952	7203
1145	1433102.627	7203
1146	1433094.487	7203
1147	1433066.761	7203
1148	1433028.992	7203
1149	1432984.803	7203
1150	1432907.061	7203
1151	1432813.469	7203
1152	1432779.715	7203
1153	1432685.056	7203
1154	1432617.335	7203
1155	1432524.527	7203
1156	1432473.767	7203
1157	1432425.352	7203
1158	1432382.501	7203
1159	1432275.027	7203
1160	1432272.765	7203
1161	1432182.81	7203
1162	1432044.44	7203
1163	1431921.682	7203
1164	1431835.068	7203
1165	1431810.313	7203
1166	1431735.343	7203
1167	1431695.861	7203
1168	1431667.11	7203
1169	1431596.403	7203
1170	1431531.429	7203
1171	1431448.712	7203
1172	1431409.71	7203
1173	1431330.309	7203
1174	1431324.546	7203
1175	1431309.833	7203
1176	1431278.697	7203
1177	1431233.83	7203
1178	1431182.994	7203
1179	1431144.609	7203
1180	1431087.156	7203
1181	1431029.986	7203
1182	1431007.352	7203
1183	1430971.818	7203
1184	1430960.414	7203
1185	1430891.896	7203
1186	1430869.083	7203
1187	1430790.731	7203
1188	1430743.605	7203
1189	1430638.49	7203
1190	1430607.56	7203
1191	1430529.935	7203
1192	1430523.649	7203
1193	1430406.878	7203
1194	1430334.768	7203
1195	1430265.692	7203
1196	1430267.573	7203
1197	1430232.194	7203
1198	1430206.133	7203
1199	1430157.242	7203
1200	1430125.817	7203
1201	1430077.425	7203
1202	1430043.52	7203
1203	1430031.774	7203
1204	1430018.055	7203
1205	1429881.341	7203
1206	1429866.423	7203
1207	1429832.172	7203
1208	1429756.004	7203
1209	1429684.682	7203
1210	1429726.581	7203
1211	1429741.831	7203
1212	1429750.353	7203
1213	1429650.837	7203
1214	1429619.9	7203
1215	1429555.798	7203
1216	1429485.486	7203
1217	1429404.486	7203
1218	1429382.309	7203
1219	1429308.198	7203
1220	1429270.251	7203
1221	1429185.689	7203
1222	1429168.789	7203
1223	1429136.088	7203
1224	1429061.604	7203
1225	1428983.545	7203
1226	1428951.364	7203
1227	1428871.833	7203
1228	1428809.891	7203
1229	1428759.873	7203
1230	1428712.715	7203
1231	1428655.999	7203
1232	1428625.057	7203
1233	1428611.715	7203
1234	1428621.545	7203
1235	1428530.806	7203
1236	1428529.349	7203
1237	1428522.548	7203
1238	1428453.281	7203
1239	1428435.834	7203
1240	1428389.742	7203
1241	1428371.466	7203
1242	1428337.622	7203
1243	1428302.941	7203
1244	1428285.62	7203
1245	1428260.757	7203
