iter	Passed	Remaining
799	44058	1608125
800	44090	1607238
801	44125	1606448
802	44156	1605542
803	44187	1604589
804	44229	1604069
805	44262	1603242
806	44305	1602738
807	44362	1602776
808	44399	1602055
809	44451	1601908
810	44485	1601095
811	44516	1600167
812	44558	1599676
813	44597	1599030
814	44639	1598546
815	44655	1597077
816	44686	1596201
817	44730	1595744
818	44765	1595013
819	44809	1594564
820	44860	1594382
821	44903	1593923
822	44936	1593103
823	44978	1592600
824	45011	1591762
825	45079	1592182
826	45154	1592861
827	45192	1592211
828	45225	1591398
829	45259	1590627
830	45304	1590239
831	45333	1589305
832	45374	1588753
833	45414	1588197
834	45449	1587462
835	45481	1586630
836	45516	1585914
837	45551	1585155
838	45581	1584257
839	45617	1583577
840	45650	1582786
841	45680	1581904
842	45715	1581165
843	45749	1580424
844	45783	1579651
845	45824	1579173
846	45854	1578268
847	45911	1578316
848	45960	1578101
849	46009	1577845
850	46072	1578104
851	46196	1580457
852	46253	1580495
853	46291	1579857
854	46330	1579291
855	46372	1578814
856	46402	1577971
857	46445	1577531
858	46481	1576842
859	46521	1576307
860	46559	1575707
861	46602	1575281
862	46647	1574922
863	46680	1574186
864	46719	1573616
865	46769	1573407
866	46818	1573210
867	46861	1572769
868	46903	1572305
869	46943	1571798
870	46981	1571211
871	47014	1570470
872	47059	1570091
873	47109	1569906
874	47151	1569477
875	47233	1570364
876	47273	1569827
877	47317	1569460
878	47355	1568888
879	47397	1568425
880	47437	1567912
881	47472	1567240
882	47505	1566504
883	47542	1565904
884	47581	1565354
885	47623	1564905
886	47654	1564102
887	47703	1563885
888	47751	1563653
889	47789	1563085
890	47825	1562464
891	47857	1561702
892	47895	1561126
893	47915	1560000
894	47957	1559544
895	47995	1558984
896	48037	1558566
897	48067	1557757
898	48102	1557090
899	48150	1556874
900	48169	1555707
901	48211	1555266
902	48285	1555894
903	48341	1555915
904	48378	1555333
905	48439	1555525
906	48479	1555030
907	48520	1554585
908	48570	1554432
909	48611	1553974
910	48660	1553757
911	48696	1553149
912	48734	1552623
913	48778	1552257
914	48812	1551591
915	48862	1551426
916	48908	1551142
917	48952	1550814
918	49032	1551604
919	49084	1551510
920	49118	1550840
921	49162	1550493
922	49202	1550006
923	49261	1550143
924	49301	1549678
925	50670	1590923
926	50736	1591213
927	50779	1590807
928	50822	1590384
929	50869	1590080
930	50910	1589589
931	50947	1588995
932	50985	1588431
933	51020	1587747
934	51056	1587108
935	51091	1586443
936	51133	1586026
937	51175	1585565
938	51211	1584933
939	51251	1584437
940	51293	1584001
941	51333	1583498
942	51376	1583069
943	51446	1583509
944	51552	1585035
945	51645	1586155
946	51742	1587419
947	51859	1589272
948	51935	1589872
949	52113	1593588
950	52202	1594558
951	52310	1596122
952	52439	1598337
953	52548	1599906
954	52663	1601698
955	52837	1605232
956	52872	1604557
957	52929	1604571
958	52987	1604597
959	53030	1604160
960	53071	1603675
961	53118	1603377
962	53162	1602986
963	53207	1602641
964	53250	1602203
965	53290	1601682
966	53343	1601580
967	53400	1601566
968	53445	1601213
969	53487	1600768
970	53539	1600618
971	53589	1600411
972	53646	1600411
973	53696	1600198
974	53754	1600238
975	53832	1600860
976	53901	1601210
977	53957	1601189
978	54021	1601401
979	54081	1601470
980	54137	1601429
981	54186	1601214
982	54241	1601150
983	54289	1600883
984	54339	1600682
985	54402	1600851
986	54455	1600740
987	54512	1600732
988	54565	1600609
989	54610	1600261
990	54658	1599979
991	54707	1599754
992	54755	1599478
993	54798	1599091
994	54871	1599550
995	54928	1599558
996	55029	1600812
997	55131	1602129
998	55288	1605039
999	55350	1605160
1000	55457	1606611
1001	55524	1606880
1002	55596	1607298
1003	55651	1607232
1004	55785	1609459
1005	55894	1610931
1006	55968	1611412
1007	56012	1611038
1008	56061	1610792
1009	56109	1610501
1010	56147	1609959
1011	56194	1609653
1012	56236	1609198
1013	56288	1609045
1014	56330	1608597
1015	56369	1608086
1016	56411	1607640
1017	56452	1607186
1018	56491	1606643
1019	56528	1606078
1020	56572	1605692
1021	56612	1605199
1022	56654	1604778
1023	56696	1604327
1024	56741	1603989
1025	56796	1603905
1026	56847	1603748
1027	56896	1603518
1028	56969	1603962
1029	57027	1603954
1030	57067	1603486
1031	57093	1602614
1032	57141	1602351
1033	57181	1601845
1034	57220	1601346
1035	57264	1600981
1036	57306	1600545
1037	57348	1600128
1038	57400	1599969
1039	57476	1600506
1040	57601	1602395
1041	57651	1602170
1042	57703	1602028
1043	57748	1601686
1044	57797	1601460
1045	57845	1601200
1046	57898	1601072
1047	57954	1601048
1048	58020	1601278
1049	58103	1602009
1050	58145	1601564
1051	58187	1601138
1052	58236	1600934
1053	58277	1600487
1054	58432	1603162
1055	58506	1603598
1056	58558	1603457
1057	58601	1603077
1058	58655	1602982
1059	58707	1602825
1060	58751	1602472
1061	58797	1602137
1062	58841	1601783
1063	58885	1601419
1064	58940	1601358
1065	58993	1601239
1066	59047	1601151
1067	59182	1603239
1068	59280	1604333
1069	59335	1604266
1070	59378	1603882
1071	59429	1603721
1072	59475	1603401
1073	59519	1603043
1074	59565	1602723
1075	59606	1602281
1076	59648	1601856
1077	59693	1601541
1078	59760	1601783
1079	59829	1602105
1080	59890	1602185
1081	59939	1601980
1082	59991	1601821
1083	60042	1601642
1084	60095	1601522
1085	60160	1601720
1086	60281	1603410
1087	60331	1603214
1088	60376	1602893
1089	60425	1602664
1090	60470	1602334
1091	60514	1601982
1092	60559	1601642
1093	60601	1601242
1094	60646	1600888
1095	60689	1600513
1096	60729	1600047
1097	60774	1599723
1098	60817	1599354
1099	60863	1599059
1100	60905	1598644
1101	60947	1598241
1102	60991	1597887
1103	61033	1597488
1104	61077	1597138
1105	61128	1596979
1106	61187	1597014
1107	61236	1596786
1108	61282	1596503
1109	61383	1597638
1110	61484	1598761
1111	61592	1600079
1112	61686	1601027
1113	61732	1600717
1114	61775	1600336
1115	61817	1599944
1116	61863	1599650
1117	61908	1599333
1118	61959	1599145
1119	62001	1598757
1120	62016	1597649
1121	62059	1597275
1122	62101	1596898
1123	62143	1596486
1124	62205	1596611
1125	62267	1596731
1126	62321	1596645
1127	62368	1596355
1128	62458	1597196
1129	62500	1596802
1130	62546	1596520
1131	62591	1596194
1132	62639	1595961
1133	62683	1595600
1134	62723	1595153
1135	62765	1594774
1136	62810	1594449
1137	62853	1594088
1138	62893	1593652
1139	62930	1593140
1140	62967	1592612
1141	63004	1592108
1142	63043	1591648
1143	63082	1591191
1144	63124	1590792
1145	63157	1590183
1146	63209	1590057
1147	63265	1590004
1148	63311	1589731
1149	63345	1589155
1150	63387	1588769
1151	63431	1588441
1152	63515	1589103
1153	63560	1588783
1154	63604	1588450
1155	63638	1587884
1156	63678	1587440
1157	63716	1586974
1158	63756	1586545
1159	63805	1586334
1160	63827	1585470
1161	63866	1585001
1162	63911	1584697
1163	63953	1584323
1164	63992	1583892
1165	64029	1583385
1166	64067	1582910
1167	64118	1582757
1168	64161	1582409
1169	64197	1581895
1170	64242	1581586
1171	64281	1581137
1172	64318	1580658
1173	64364	1580372
1174	64405	1579994
1175	64449	1579667
1176	64485	1579156
1177	64564	1579702
1178	64603	1579248
1179	64658	1579194
1180	64698	1578778
1181	64738	1578376
1182	64776	1577902
1183	64818	1577532
1184	64853	1576997
1185	64883	1576353
1186	64913	1575706
1187	64952	1575253
1188	64994	1574911
1189	65038	1574593
1190	65070	1573993
1191	65107	1573492
1192	65144	1573034
1193	65203	1573068
1194	65233	1572426
1195	65266	1571844
1196	65291	1571080
1197	65324	1570506
1198	65356	1569916
1199	65387	1569291
1200	65428	1568919
1201	65456	1568232
1202	65486	1567598
1203	65512	1566847
1204	65544	1566259
1205	65624	1566815
1206	65692	1567105
1207	65732	1566702
1208	65769	1566233
1209	65815	1565968
1210	65847	1565394
1211	65893	1565127
1212	65924	1564531
1213	65963	1564115
1214	66003	1563705
1215	66036	1563154
1216	66067	1562552
1217	66101	1562019
1218	66140	1561610
1219	66172	1561014
1220	66204	1560443
1221	66238	1559918
1222	66268	1559289
1223	66330	1559421
1224	66363	1558869
1225	66400	1558401
1226	66429	1557774
1227	66466	1557307
1228	66510	1557016
1229	66540	1556401
1230	66579	1555989
1231	66612	1555435
1232	66674	1555584
1233	66729	1555550
1234	66766	1555093
1235	66802	1554621
1236	66831	1553979
1237	66863	1553409
1238	66898	1552911
1239	66927	1552292
1240	66969	1551950
1241	67013	1551677
1242	67046	1551140
1243	67074	1550487
1244	67107	1549936
1245	67149	1549602
1246	67185	1549142
1247	67231	1548920
1248	67281	1548755
1249	67326	1548512
1250	67366	1548140
1251	67408	1547821
1252	67451	1547507
1253	67493	1547172
1254	67529	1546721
1255	67571	1546386
1256	67612	1546051
1257	67652	1545687
1258	67737	1546351
1259	67759	1545565
1260	67792	1545032
1261	67826	1544538
1262	67867	1544183
1263	67906	1543808
1264	67946	1543430
1265	67979	1542905
1266	68019	1542542
1267	68069	1542405
1268	68113	1542136
1269	68149	1541687
1270	68191	1541355
1271	68229	1540954
1272	68263	1540453
1273	68306	1540160
1274	68346	1539798
1275	68390	1539531
1276	68426	1539089
1277	68462	1538644
1278	68498	1538186
1279	68539	1537856
1280	68578	1537464
1281	68613	1537006
1282	68654	1536662
1283	68691	1536247
1284	68728	1535820
1285	68804	1536271
1286	68859	1536261
1287	68896	1535838
1288	68934	1535441
1289	68966	1534905
1290	69006	1534558
1291	69048	1534241
1292	69092	1533984
1293	69129	1533559
1294	69166	1533146
1295	69203	1532730
1296	69245	1532429
1297	69285	1532065
1298	69318	1531577
1299	69348	1531005
1300	69383	1530543
1301	69415	1530026
1302	69453	1529626
1303	69507	1529593
1304	69543	1529155
1305	69589	1528944
1306	69631	1528640
1307	69670	1528277
1308	69708	1527890
1309	69740	1527380
1310	69778	1526985
1311	69863	1527616
1312	69909	1527407
1313	69944	1526959
1314	69986	1526663
1315	70020	1526184
1316	70056	1525758
1317	70096	1525418
1318	70136	1525090
1319	70175	1524711
1320	70216	1524403
1321	70273	1524445
1322	70314	1524114
1323	70355	1523797
1324	70393	1523414
1325	70436	1523151
1326	70483	1522956
1327	70526	1522689
1328	70563	1522295
1329	70602	1521934
1330	70636	1521478
1331	70677	1521149
1332	70716	1520800
1333	70747	1520273
1334	70787	1519948
1335	70821	1519483
1336	70862	1519162
1337	70941	1519668
1338	70980	1519320
1339	71019	1518971
1340	71046	1518356
1341	71086	1518030
1342	71125	1517675
1343	71164	1517325
1344	71207	1517071
1345	71246	1516717
1346	71285	1516358
1347	71331	1516158
1348	71371	1515830
1349	71408	1515452
1350	71446	1515083
1351	71481	1514636
1352	71519	1514287
1353	71584	1514477
1354	71626	1514206
1355	71658	1513696
1356	71691	1513230
1357	71729	1512877
1358	71769	1512553
1359	71815	1512340
1360	71855	1512026
1361	71888	1511567
1362	71930	1511268
1363	72012	1511840
1364	72053	1511542
1365	72091	1511177
1366	72137	1510983
1367	72177	1510670
1368	72210	1510195
1369	72251	1509889
1370	72290	1509548
1371	72322	1509082
1372	72362	1508761
1373	72401	1508408
1374	72442	1508120
1375	72481	1507786
1376	72521	1507465
1377	72554	1507008
1378	72590	1506612
1379	72630	1506283
1380	72671	1505995
1381	72710	1505665
1382	72750	1505344
1383	72789	1505022
1384	72829	1504706
1385	72865	1504307
1386	72907	1504038
1387	72963	1504067
1388	72999	1503655
1389	73077	1504127
1390	73110	1503682
1391	73151	1503390
1392	73198	1503214
1393	73236	1502871
1394	73269	1502422
1395	73310	1502135
1396	73345	1501714
1397	73374	1501195
1398	73410	1500796
1399	73442	1500324
1400	73474	1499863
1401	73512	1499509
1402	73548	1499115
1403	73578	1498609
1404	73612	1498188
1405	73662	1498093
1406	73707	1497872
1407	73758	1497795
1408	73795	1497438
1409	73837	1497175
1410	73869	1496698
1411	73902	1496255
1412	73934	1495808
1413	73978	1495576
1414	74018	1495274
1415	74052	1494858
1416	74133	1495390
1417	74170	1495024
1418	74204	1494595
1419	74242	1494256
1420	74286	1494048
1421	74320	1493631
1422	74367	1493463
1423	74395	1492921
1424	74432	1492561
1425	74468	1492180
1426	74499	1491706
1427	74544	1491525
1428	74584	1491218
1429	74620	1490838
1430	74663	1490612
1431	74703	1490311
1432	74760	1490359
1433	74800	1490056
1434	74839	1489753
1435	74875	1489385
1436	74918	1489139
1437	74965	1488980
1438	75007	1488739
1439	75035	1488201
1440	75067	1487757
1441	75100	1487317
1442	75171	1487641
1443	75209	1487322
1444	75247	1486987
1445	75291	1486763
1446	75337	1486605
1447	75381	1486388
1448	75420	1486072
1449	75461	1485815
1450	75499	1485488
1451	75538	1485166
1452	75581	1484949
1453	75629	1484820
1454	75666	1484459
1455	75706	1484183
1456	75742	1483810
1457	75783	1483539
1458	75820	1483195
1459	75857	1482853
1460	75898	1482591
1461	75937	1482290
1462	75976	1481989
1463	76011	1481603
1464	76053	1481360
1465	76094	1481086
1466	76135	1480835
1467	76182	1480688
1468	76454	1484909
1469	76473	1484201
1470	76509	1483855
1471	76552	1483616
1472	76589	1483282
1473	76624	1482905
1474	76660	1482532
1475	76702	1482298
1476	76743	1482023
1477	76778	1481640
1478	76809	1481199
1479	76853	1480986
1480	76887	1480589
1481	76930	1480366
1482	76969	1480066
1483	77006	1479719
1484	77040	1479324
1485	77079	1479043
1486	77123	1478832
1487	77170	1478687
1488	77210	1478412
1489	77251	1478145
1490	77285	1477752
1491	77322	1477427
1492	77357	1477044
1493	77403	1476875
1494	77441	1476560
1495	77536	1477336
1496	77579	1477111
1497	77618	1476831
